,,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
400,Tyler Roberts,,wls WAL,MFFW,Leeds United,23-082,1999,11,0.09,2.73,1.09,40,2.74,1.09,0.03,0.08,18.5,0,0,0,0.22,0.22,0.08,-0.13,-0.13,Matches
401,Andrew Robertson,,sct SCO,DF,Liverpool,28-024,1994,22.5,0.04,0.58,0.22,38.5,0.58,0.22,0.08,0.2,18.4,0,0,0,0.07,0.07,0.11,-0.02,-0.02,Matches
402,Joe Rodon,,wls WAL,DF,Tottenham,24-164,1997,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
403,Rodri,,es ESP,MF,Manchester City,25-286,1996,24.4,0.12,1.23,0.37,30,1.23,0.37,0.1,0.33,18.8,0,0,0,0.07,0.07,0.06,0.05,0.05,Matches
404,Rodrigo,,es ESP,MFFW,Leeds United,31-029,1991,19.1,0.26,2.15,0.73,34.1,2.15,0.73,0.1,0.29,19,0,0.05,0.05,0.2,0.16,0.08,0.06,0.05,Matches
405,Jay Rodriguez,,eng ENG,FW,Burnley,32-249,1989,10.7,0.09,2.62,0.65,25,2.61,0.65,0.04,0.14,16.2,0,0,0,0.24,0.24,0.09,-0.15,-0.15,Matches
406,Mads Roerslev,,dk DEN,DF,Brentford,22-284,1999,11.5,0.09,0.43,0.17,40,0.43,0.17,0.2,0.5,17.5,0,0,0,0.03,0.03,0.06,0.06,0.06,Matches
407,Cristian Romero,,ar ARG,DF,Tottenham,23-342,1998,15.5,0.06,0.32,0.13,40,0.32,0.13,0.2,0.5,14,0,0,0,0.04,0.04,0.11,0.03,0.03,Matches
408,Oriol Romeu,,es ESP,MF,Southampton,30-192,1991,26.4,0.04,0.8,0.11,14.3,0.8,0.11,0.05,0.33,23.3,0,0,0,0.03,0.03,0.04,0,0,Matches
409,Cristiano Ronaldo,,pt POR,FW,Manchester Utd,37-058,1985,21.3,0.56,4.04,1.41,34.9,4.04,1.41,0.12,0.33,14.4,0.23,0.09,0.09,0.62,0.55,0.14,-0.06,-0.08,Matches
410,Salomon Rondon,,ve VEN,FW,Everton,32-200,1989,7.9,0.13,2.28,0.76,33.3,2.27,0.76,0.06,0.17,11.3,0,0,0,0.25,0.25,0.11,-0.13,-0.13,Matches
411,Danny Rose,,eng ENG,DF,Watford,31-276,1990,7.7,0,0.52,0.13,25,0.52,0.13,0,0,19.7,0,0,0,0.03,0.03,0.04,-0.03,-0.03,Matches
412,Jon Rowe,,eng ENG,FWMF,Norwich City,18-339,2003,1.5,0,1.33,0.67,50,1.34,0.67,0,0,17.8,0,0,0,0.13,0.13,0.12,-0.13,-0.13,Matches
413,Antonio Rudiger,,de GER,DF,Chelsea,29-032,1993,27,0.11,1.41,0.41,28.9,1.41,0.41,0.08,0.27,19.4,0,0,0,0.07,0.07,0.05,0.04,0.04,Matches
414,Lukas Rupp,,de GER,MF,Norwich City,31-086,1991,6.5,0,1.85,0.31,16.7,1.84,0.31,0,0,19.4,0,0,0,0.11,0.11,0.06,-0.11,-0.11,Matches
415,Jose Sa,,pt POR,GK,Wolves,29-077,1993,31,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
416,Allan Saint-Maximin,,fr FRA,FWMF,Newcastle Utd,25-023,1997,23.7,0.21,2.11,0.84,40,2.11,0.84,0.1,0.25,18.6,0,0,0,0.17,0.17,0.08,0.04,0.04,Matches
417,Romain Saiss,,ma MAR,DF,Wolves,32-009,1990,27.4,0.07,0.55,0.22,40,0.55,0.22,0.13,0.33,12.6,0.04,0,0,0.08,0.08,0.16,-0.01,-0.01,Matches
418,Bukayo Saka,,eng ENG,FWMF,Arsenal,20-211,2001,23.7,0.38,2.87,0.97,33.8,2.87,0.97,0.13,0.39,16.1,0,0,0,0.27,0.27,0.09,0.11,0.11,Matches
419,Mohamed Salah,,eg EGY,FW,Liverpool,29-293,1992,25.9,0.77,4.36,1.66,38.1,4.37,1.66,0.13,0.35,15.7,0.04,0.19,0.23,0.73,0.55,0.13,0.04,0.03,Matches
420,Mohammed Salisu,,gh GHA,DF,Southampton,22-352,1999,27,0,0.81,0.3,36.4,0.81,0.3,0,0,11.2,0,0,0,0.06,0.06,0.08,-0.06,-0.06,Matches
421,Albert Sambi Lokonga,,be BEL,MF,Arsenal,22-164,1999,10.1,0,1.58,0.59,37.5,1.58,0.59,0,0,25.8,0,0,0,0.05,0.05,0.03,-0.05,-0.05,Matches
422,Davinson Sanchez,,co COL,DF,Tottenham,25-296,1996,14.8,0.14,0.81,0.2,25,0.81,0.2,0.17,0.67,6.1,0,0,0,0.14,0.14,0.17,0,0,Matches
423,Robert Sanchez,,es ESP,GK,Brighton,24-137,1997,29,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
424,Jadon Sancho,,eng ENG,FWMF,Manchester Utd,22-010,2000,17.6,0.17,1.25,0.45,36.4,1.25,0.45,0.14,0.38,14.4,0,0,0,0.17,0.17,0.14,0,0,Matches
425,Morgan Sanson,,fr FRA,MF,Aston Villa,27-229,1994,4,0,0.25,0,0,0.25,0,0,,33.8,0,0,0,0,0,0.01,0,0,Matches
426,Samir Santos,,br BRA,DF,Watford,27-120,1994,12,0,0.42,0.17,40,0.42,0.17,0,0,10,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
427,Josh Sargent,,us USA,FWMF,Norwich City,22-043,2000,17.3,0.12,1.5,0.12,7.7,1.5,0.12,0.08,1,15.3,0,0,0,0.16,0.16,0.11,-0.04,-0.04,Matches
428,Jeremy Sarmiento,,ec ECU,FWDF,Brighton,19-292,2002,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
429,Ismaila Sarr,,sn SEN,MFFW,Watford,24-038,1998,15.9,0.31,2.14,0.88,41.2,2.13,0.88,0.15,0.36,18.5,0,0,0.06,0.23,0.18,0.08,0.09,0.14,Matches
430,Malang Sarr,,fr FRA,DF,Chelsea,23-071,1999,4.7,0,0.21,0,0,0.21,0,0,,21.5,0,0,0,0,0,0.05,0,0,Matches
431,Dane Scarlett,,eng ENG,MF,Tottenham,18-011,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
432,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-105,1991,19.8,0.1,0.91,0.3,33.3,0.91,0.3,0.11,0.33,16.4,0.1,0,0,0.06,0.06,0.07,0.04,0.04,Matches
433,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-102,1992,14.4,0.21,1.74,0.35,20,1.74,0.35,0.12,0.6,13.9,0,0,0,0.13,0.13,0.08,0.08,0.08,Matches
434,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-150,1986,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
435,Ken Sema,,se SWE,MFFW,Watford,28-186,1993,6.1,0,0.33,0.16,50,0.33,0.16,0,0,20.3,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
436,Nelson Semedo,,pt POR,DF,Wolves,28-139,1993,22.1,0,0.77,0.14,17.6,0.77,0.14,0,0,20.1,0,0,0,0.06,0.06,0.08,-0.06,-0.06,Matches
437,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-321,2000,6,0,0.5,0.17,33.3,0.5,0.17,0,0,15.2,0,0,0,0.03,0.03,0.06,-0.03,-0.03,Matches
438,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-178,1999,7.6,0,0.53,0.13,25,0.52,0.13,0,0,18.8,0,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
439,Luke Shaw,,eng ENG,DF,Manchester Utd,26-266,1995,17.8,0,0.34,0.06,16.7,0.34,0.06,0,0,23.6,0,0,0,0.01,0.01,0.03,-0.01,-0.01,Matches
440,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-036,1992,18,0.11,1.44,0.67,46.2,1.44,0.67,0.08,0.17,25.9,0.22,0,0,0.04,0.04,0.03,0.07,0.07,Matches
441,Francisco Sierralta,,cl CHI,DF,Watford,24-333,1997,4.7,0,0.21,0.21,100,0.21,0.21,0,0,9,0,0,0,0,0,0.05,0,0,Matches
442,Bernardo Silva,,pt POR,MFFW,Manchester City,27-237,1994,26.9,0.26,1.52,0.59,39,1.53,0.6,0.17,0.44,11.9,0,0,0,0.24,0.24,0.16,0.02,0.02,Matches
443,Fabio Silva,,pt POR,FW,Wolves,19-259,2002,3.9,0,3.33,1.03,30.8,3.31,1.02,0,0,13.5,0,0,0,0.44,0.44,0.13,-0.44,-0.44,Matches
444,Thiago Silva,,br BRA,DF,Chelsea,37-194,1984,22.3,0.13,0.58,0.22,38.5,0.58,0.22,0.23,0.6,10.1,0,0,0,0.03,0.03,0.05,0.1,0.1,Matches
445,Ellis Simms,,eng ENG,FW,Everton,21-089,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
446,Moussa Sissoko,,fr FRA,MF,Watford,32-231,1989,27.8,0.07,0.68,0.22,31.6,0.68,0.22,0.11,0.33,18.3,0,0,0,0.08,0.08,0.12,-0.01,-0.01,Matches
447,Oliver Skipp,,eng ENG,MF,Tottenham,21-200,2000,15,0,0.27,0.07,25,0.27,0.07,0,0,24.1,0,0,0,0.01,0.01,0.05,-0.01,-0.01,Matches
448,William Smallbone,,ie IRL,MFFW,Southampton,22-042,2000,1.3,0,0.77,0,0,0.79,0,0,,17.5,0,0,0,0.08,0.08,0.08,-0.08,-0.08,Matches
449,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-250,2000,16.7,0.54,2.04,1.2,58.8,2.03,1.2,0.26,0.45,16,0,0,0,0.28,0.28,0.14,0.26,0.26,Matches
450,Cedric Soares,,pt POR,DF,Arsenal,30-216,1991,9.2,0,0.54,0,0,0.54,0,0,,19.8,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
451,Tomas Soucek,,cz CZE,MF,West Ham,27-036,1995,28.9,0.14,1.38,0.31,22.5,1.39,0.31,0.1,0.44,12.3,0,0,0,0.15,0.13,0.09,-0.01,0.01,Matches
452,Boubakary Soumare,,fr FRA,MF,Leicester City,23-036,1999,11.5,0,0.52,0.17,33.3,0.52,0.17,0,0,17.4,0,0,0,0.03,0.03,0.07,-0.03,-0.03,Matches
453,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-316,1996,23.7,0.04,0.34,0.04,12.5,0.34,0.04,0.13,1,12,0,0,0,0.06,0.06,0.17,-0.02,-0.02,Matches
454,Jason Steele,,eng ENG,GK,Brighton,31-229,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
455,Jed Steer,,eng ENG,GK,Aston Villa,29-193,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
456,Zack Steffen,,us USA,GK,Manchester City,27-002,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
457,Dale Stephens,,eng ENG,MF,Burnley,32-296,1989,1.4,0,0.71,0,0,0.73,0,0,,21,0,0,0,0,0,0.03,0,0,Matches
458,Jack Stephens,,eng ENG,DF,Southampton,28-067,1994,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
459,Raheem Sterling,,eng ENG,FW,Manchester City,27-117,1994,18.4,0.54,2.39,1.14,47.7,2.39,1.14,0.18,0.38,14.5,0,0.11,0.16,0.57,0.43,0.18,-0.02,0.01,Matches
460,Finley Stevens,,wls WAL,DF,Brentford,18-359,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
461,John Stones,,eng ENG,DF,Manchester City,27-311,1994,9.6,0.1,0.63,0.42,66.7,0.63,0.42,0.17,0.25,14.4,0,0,0,0.09,0.09,0.16,0.01,0.01,Matches
462,Pascal Struijk,,nl NED,DFMF,Leeds United,22-236,1999,19.8,0,0.51,0.1,20,0.5,0.1,0,0,8.2,0,0,0,0.06,0.06,0.11,-0.06,-0.06,Matches
463,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-156,2001,1.4,0,1.43,0,0,1.48,0,0,,11.9,0,0,0,0.21,0.21,0.13,-0.21,-0.21,Matches
464,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-032,1998,4.1,0,0.98,0.24,25,0.97,0.24,0,0,10.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
465,Japhet Tanganga,,eng ENG,DF,Tottenham,23-004,1999,8.2,0,0.85,0.24,28.6,0.86,0.24,0,0,13.1,0,0,0,0.05,0.05,0.05,-0.05,-0.05,Matches
466,Matt Targett,,eng ENG,DF,Newcastle Utd,26-198,1995,8,0,0.5,0.25,50,0.5,0.25,0,0,16,0,0,0,0.03,0.03,0.06,-0.03,-0.03,Matches
467,Matt Targett,,eng ENG,DF,Aston Villa,26-198,1995,15.9,0.06,0.44,0.13,28.6,0.44,0.13,0.14,0.5,13.4,0,0,0,0.03,0.03,0.07,0.03,0.03,Matches
468,James Tarkowski,,eng ENG,DF,Burnley,29-136,1992,26,0.04,0.65,0.19,29.4,0.65,0.19,0.06,0.2,8.5,0,0,0,0.06,0.06,0.09,-0.02,-0.02,Matches
469,Nuno Tavares,,pt POR,DF,Arsenal,22-068,2000,7,0,2,0.14,7.1,2.01,0.14,0,0,20.3,0,0,0,0.09,0.09,0.04,-0.09,-0.09,Matches
470,Charlie Taylor,,eng ENG,DF,Burnley,28-198,1993,20.3,0,0.25,0,0,0.25,0,0,,22.5,0,0,0,0,0,0.03,0,0,Matches
471,Nathan Tella,,eng ENG,MFFW,Southampton,22-273,1999,6.6,0,1.52,0.61,40,1.53,0.61,0,0,20.2,0,0,0,0.08,0.08,0.05,-0.08,-0.08,Matches
472,Alex Telles,,br BRA,DF,Manchester Utd,29-110,1992,11.6,0,0.69,0.17,25,0.69,0.17,0,0,21.8,0.34,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
473,Luke Thomas,,eng ENG,DF,Leicester City,20-298,2001,17.2,0,0.23,0,0,0.23,0,0,,18.6,0,0,0,0.01,0.01,0.05,-0.01,-0.01,Matches
474,Dominic Thompson,,eng ENG,DF,Brentford,21-252,2000,1.6,0,0.63,0,0,0.62,0,0,,18,0,0,0,0,0,0.02,0,0,Matches
475,Youri Tielemans,,be BEL,MF,Leicester City,24-332,1997,21.1,0.28,2.13,0.62,28.9,2.13,0.62,0.09,0.31,23.9,0,0.09,0.09,0.2,0.13,0.07,0.08,0.06,Matches
476,Kieran Tierney,,sct SCO,DF,Arsenal,24-303,1997,21.3,0.05,0.7,0.23,33.3,0.7,0.23,0.07,0.2,21.2,0,0,0,0.03,0.03,0.05,0.01,0.01,Matches
477,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-150,1998,15.4,0,0.58,0.13,22.2,0.59,0.13,0,0,18.8,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
478,James Tomkins,,eng ENG,DF,Crystal Palace,33-006,1989,6.1,0.16,0.66,0.33,50,0.66,0.33,0.25,0.5,12,0,0,0,0.1,0.1,0.14,0.07,0.07,Matches
479,Ivan Toney,,eng ENG,FW,Brentford,26-019,1996,25.3,0.43,2.37,0.79,33.3,2.37,0.79,0.1,0.3,15.3,0,0.2,0.2,0.38,0.23,0.1,0.05,0,Matches
480,Ferran Torres,,es ESP,FW,Manchester City,22-034,2000,3.4,0.59,3.82,1.18,30.8,3.86,1.19,0.15,0.5,14.1,0,0,0,0.74,0.74,0.19,-0.15,-0.15,Matches
481,Cenk Tosun,,tr TUR,FW,Everton,30-301,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
482,Andros Townsend,,eng ENG,MF,Everton,30-262,1991,16.2,0.19,1.23,0.56,45,1.24,0.56,0.1,0.22,21.2,0.25,0.06,0.06,0.14,0.09,0.07,0.04,0.03,Matches
483,Adama Traore,,es ESP,FW,Wolves,26-069,1996,11.9,0.08,1.93,0.5,26.1,1.94,0.51,0.04,0.17,18.9,0,0,0,0.2,0.2,0.11,-0.12,-0.12,Matches
484,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-210,1995,2,0,3,0,0,3.07,0,0,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
485,Trezeguet,,eg EGY,FW,Aston Villa,27-185,1994,0.1,0,10,0,0,8.18,0,0,,21,0,0,0,1,1,0.06,-1,-1,Matches
486,Francisco Trincao,,pt POR,FWMF,Wolves,22-096,1999,13.5,0.07,2.07,0.89,42.9,2.08,0.89,0.04,0.08,17.8,0.07,0,0,0.22,0.22,0.11,-0.15,-0.15,Matches
487,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-197,1990,3.5,0.57,0.57,0.57,100,0.57,0.57,1,1,23.2,0.57,0,0,0.03,0.03,0.06,0.54,0.54,Matches
488,William Troost-Ekong,,ng NGA,DF,Watford,28-215,1993,15.3,0,0.13,0,0,0.13,0,0,,21.8,0,0,0,0.01,0.01,0.05,-0.01,-0.01,Matches
489,Leandro Trossard,,be BEL,FWMF,Brighton,27-121,1994,25.4,0.16,2.48,0.83,33.3,2.48,0.83,0.05,0.14,18.7,0.2,0.04,0.04,0.2,0.17,0.07,-0.04,-0.05,Matches
490,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-327,1996,7.4,0,0.95,0.27,28.6,0.94,0.27,0,0,16.8,0,0,0,0.07,0.07,0.07,-0.07,-0.07,Matches
491,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-141,1997,5.6,0,0.36,0.18,50,0.35,0.18,0,0,7,0,0,0,0.04,0.04,0.09,-0.04,-0.04,Matches
492,Ozan Tufan,,tr TUR,MF,Watford,27-012,1995,3.7,0,0.81,0,0,0.81,0,0,,17.9,0,0,0,0.14,0.14,0.17,-0.14,-0.14,Matches
493,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-064,2002,3.5,0,1.71,0.57,33.3,1.7,0.57,0,0,18.9,0,0,0,0.14,0.14,0.08,-0.14,-0.14,Matches
494,Yan Valery,,fr FRA,DF,Southampton,23-041,1999,1.5,0,1.33,0,0,1.33,0,0,,28.3,0,0,0,0,0,0.02,0,0,Matches
495,Raphael Varane,,fr FRA,DF,Manchester Utd,28-344,1993,16.3,0,0.49,0,0,0.49,0,0,,8.4,0,0,0,0.04,0.04,0.09,-0.04,-0.04,Matches
496,Jamie Vardy,,eng ENG,FW,Leicester City,35-083,1987,15.6,0.64,2.44,1.03,42.1,2.44,1.03,0.26,0.63,11.8,0,0,0,0.42,0.42,0.17,0.22,0.22,Matches
497,Joel Veltman,,nl NED,DF,Brighton,30-079,1992,23.9,0,0.33,0.04,12.5,0.33,0.04,0,0,18.8,0,0,0,0.02,0.02,0.06,-0.02,-0.02,Matches
498,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-244,1992,6.3,0,0.16,0,0,0.16,0,0,,4.1,0,0,0,0.02,0.02,0.06,-0.02,-0.02,Matches
499,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-182,1997,5.1,0.2,0.98,0.39,40,0.99,0.39,0.2,0.5,15.4,0,0,0,0.2,0.2,0.19,0,0,Matches
500,Matej Vydra,,cz CZE,FW,Burnley,29-338,1992,5,0.2,2.4,0.8,33.3,2.41,0.8,0.08,0.25,14.8,0,0,0,0.4,0.4,0.17,-0.2,-0.2,Matches
501,Theo Walcott,,eng ENG,MFFW,Southampton,33-019,1989,4.2,0,1.43,0,0,1.42,0,0,,15.9,0,0,0,0.17,0.17,0.12,-0.17,-0.17,Matches
502,Kyle Walker,,eng ENG,DF,Manchester City,31-311,1990,18.5,0,0.43,0.11,25,0.43,0.11,0,0,23.5,0.05,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
503,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-356,1997,21.3,0.05,1.03,0.38,36.4,1.03,0.37,0.05,0.13,19.2,0,0,0,0.04,0.04,0.04,0.01,0.01,Matches
504,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-129,1997,17.9,0,0.22,0.06,25,0.22,0.06,0,0,14.9,0,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
505,Joel Ward,,eng ENG,DF,Crystal Palace,32-157,1989,23,0,0.35,0.04,12.5,0.35,0.04,0,0,20.1,0,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
506,James Ward-Prowse,,eng ENG,MF,Southampton,27-154,1994,27.7,0.25,1.34,0.54,40.5,1.33,0.54,0.11,0.27,26.9,0.58,0.11,0.11,0.14,0.06,0.04,0.11,0.09,Matches
507,Ollie Watkins,,eng ENG,FW,Aston Villa,26-095,1995,25.1,0.32,2.19,0.88,40,2.2,0.88,0.13,0.32,13.6,0,0.04,0.04,0.38,0.35,0.16,-0.06,-0.07,Matches
508,Adam Webster,,eng ENG,DF,Brighton,27-090,1995,13,0.15,0.54,0.15,28.6,0.54,0.15,0.29,1,9.4,0,0,0,0.08,0.08,0.18,0.08,0.08,Matches
509,Wout Weghorst,,nl NED,FW,Burnley,29-240,1992,9.2,0.11,1.41,0.43,30.8,1.41,0.43,0.08,0.25,15.3,0,0,0,0.16,0.16,0.12,-0.05,-0.05,Matches
510,Danny Welbeck,,eng ENG,FWMF,Brighton,31-129,1990,9.1,0.33,2.31,0.99,42.9,2.31,0.99,0.14,0.33,12,0,0,0,0.25,0.25,0.11,0.08,0.08,Matches
511,Timo Werner,,de GER,FWMF,Chelsea,26-029,1996,8.9,0.11,2.7,0.67,25,2.7,0.67,0.04,0.17,13,0,0,0,0.43,0.43,0.16,-0.31,-0.31,Matches
512,Ashley Westwood,,eng ENG,MF,Burnley,32-003,1990,23.1,0,0.39,0.04,11.1,0.39,0.04,0,0,20.4,0,0,0,0.02,0.02,0.06,-0.02,-0.02,Matches
513,Ben White,,eng ENG,DF,Arsenal,24-178,1997,26,0,0.46,0.12,25,0.46,0.12,0,0,14.1,0,0,0,0.04,0.04,0.08,-0.04,-0.04,Matches
514,Brandon Williams,,eng ENG,DF,Norwich City,21-213,2000,21.5,0,0.05,0,0,0.05,0,0,,18,0,0,0,0,0,0.06,0,0,Matches
515,Neco Williams,,wls WAL,DF,Liverpool,20-356,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
516,Joe Willock,,eng ENG,MF,Newcastle Utd,22-227,1999,20.5,0.1,1.51,0.39,25.8,1.51,0.39,0.06,0.25,16.3,0,0,0,0.16,0.16,0.11,-0.06,-0.06,Matches
517,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-036,1992,13.2,0.45,1.89,0.68,36,1.9,0.68,0.2,0.56,11.5,0,0.08,0.08,0.33,0.27,0.15,0.12,0.11,Matches
518,Harry Winks,,eng ENG,MF,Tottenham,26-061,1996,9.6,0,0.31,0.1,33.3,0.31,0.1,0,0,24.2,0,0,0,0.01,0.01,0.04,-0.01,-0.01,Matches
519,Yoane Wissa,,cd COD,FWMF,Brentford,25-213,1996,9.7,0.52,1.75,0.82,47.1,1.76,0.83,0.29,0.63,15.8,0,0,0,0.21,0.21,0.12,0.31,0.31,Matches
520,Chris Wood,,nz NZL,FW,Newcastle Utd,30-118,1991,10.8,0.09,1.67,0.46,27.8,1.67,0.46,0.06,0.2,10.6,0,0,0,0.18,0.18,0.1,-0.08,-0.08,Matches
521,Chris Wood,,nz NZL,FW,Burnley,30-118,1991,15.2,0.2,2.04,0.66,32.3,2.04,0.66,0.1,0.3,11.8,0,0,0,0.3,0.3,0.14,-0.1,-0.1,Matches
522,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-031,1997,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
523,Granit Xhaka,,ch SUI,MF,Arsenal,29-189,1992,16.2,0,0.93,0,0,0.93,0,0,,21.3,0.06,0,0,0.05,0.05,0.05,-0.05,-0.05,Matches
524,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-163,1989,2,0.5,4,1.5,37.5,4.04,1.52,0.13,0.33,16.7,0,0,0,0.25,0.25,0.06,0.25,0.25,Matches
525,Ashley Young,,eng ENG,DFFW,Aston Villa,36-269,1985,12.5,0,0.72,0.16,22.2,0.72,0.16,0,0,20.3,0.08,0,0,0.03,0.03,0.04,-0.03,-0.03,Matches
526,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-145,1992,22.5,0.4,1.82,0.62,34.1,1.83,0.62,0.15,0.43,19,0,0.13,0.18,0.26,0.12,0.07,0.14,0.14,Matches
527,Christoph Zimmermann,,de GER,DF,Norwich City,29-082,1993,0.5,0,2,2,100,2,2,0,0,22,0,0,0,0,0,0.04,0,0,Matches
528,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-110,1996,6.6,0,0.76,0.15,20,0.75,0.15,0,0,23.4,0,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
529,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-016,1993,11.7,0.34,3.42,1.28,37.5,3.41,1.28,0.1,0.27,19.4,0.17,0,0,0.26,0.26,0.08,0.09,0.09,Matches
530,Kurt Zouma,,fr FRA,DF,West Ham,27-159,1994,18.8,0.05,0.32,0.11,33.3,0.32,0.11,0.17,0.5,5.5,0,0,0,0.04,0.04,0.14,0.01,0.01,Matches
531,Martin Odegaard,,no NOR,MF,Arsenal,23-108,1998,21,0.24,1.43,0.62,43.3,1.43,0.62,0.17,0.38,19.3,0.38,0,0,0.16,0.16,0.11,0.08,0.08,Matches
