,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
423,Morgan Sanson\6e7f1353,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-217,1994,3.2,9,6,5,2,2,2,3,66.7,1,100,34,34,45,43,12,11,0,0,11,11,20,2,0,Matches
424,Samir Santos\92b4758e,Samir Santos\92b4758e,br BRA,DF,Watford,27-108,1994,11,25,14,17,7,1,7,12,58.3,5,95,35,36.8,59,31,5,16,7,1,9,40,65,48,0,Matches
425,Josh Sargent\a8d4428b,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,22-031,2000,17.3,33,17,16,8,9,13,31,41.9,18,357,98,27.5,96,143,118,43,2,0,41,21,54,18,2,Matches
426,Jeremy Sarmiento\ac0d576d,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-280,2002,0.2,2,1,1,0,1,0,1,0,1,10,4,40,4,4,2,2,1,0,1,1,3,0,0,Matches
427,Ismaila Sarr\bfdb33aa,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,24-026,1998,14.9,9,4,2,5,2,1,8,12.5,7,279,61,21.9,57,122,100,11,1,0,10,13,22,7,0,Matches
428,Malang Sarr\4315f30d,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-059,1999,4.7,9,4,8,1,0,1,4,25,3,46,15,32.6,27,16,3,6,3,0,3,12,21,22,0,Matches
429,Dane Scarlett\21945a9e,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,0,0,0,0,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
430,Fabian Schar\c8aa95da,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,16,9,13,2,1,10,14,71.4,4,120,38,31.7,67,40,13,26,14,2,12,62,78,101,2,Matches
431,Jeffrey Schlupp\3312f911,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,34,16,10,19,5,13,32,40.6,19,279,86,30.8,73,154,52,36,7,0,29,15,49,18,0,Matches
432,Kasper Schmeichel\53af52f3,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-138,1986,27,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,Matches
433,Ken Sema\1770bd68,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-174,1993,6.1,11,7,9,2,0,4,18,22.2,14,150,30,20,58,78,14,10,0,0,10,5,16,16,0,Matches
434,Nelson Semedo\d04b94db,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-127,1993,22.1,55,38,37,14,4,24,45,53.3,21,346,95,27.5,168,122,56,40,3,0,37,41,96,55,0,Matches
435,Ryan Sessegnon\6aa3e78b,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-309,2000,6,13,6,8,4,1,5,12,41.7,7,125,25,20,57,41,27,11,1,0,10,13,26,10,0,Matches
436,Jamie Shackleton\8d03ca5a,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,22-166,1999,7.6,26,18,17,7,2,9,20,45,11,113,37,32.7,51,48,14,16,7,1,9,9,35,9,2,Matches
437,Luke Shaw\9c94165b,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-254,1995,17.3,22,13,9,10,3,12,24,50,12,185,53,28.6,81,70,34,40,11,0,29,15,37,22,0,Matches
438,Jonjo Shelvey\3727dd3c,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,30-024,1992,17,18,9,7,9,2,5,23,21.7,18,213,52,24.4,88,105,20,21,7,0,14,28,46,28,2,Matches
439,Francisco Sierralta\0f933743,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-321,1997,4.7,6,4,6,0,0,5,8,62.5,3,24,10,41.7,18,6,0,9,2,0,7,14,20,40,0,Matches
440,Bernardo Silva\3eb22ec9,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-225,1994,26.7,40,25,16,14,10,21,56,37.5,35,408,114,27.9,78,185,145,30,3,0,27,26,66,20,0,Matches
441,Fabio Silva\e7aa9d7c,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-247,2002,2.9,3,2,0,2,1,1,4,25,3,64,19,29.7,4,37,23,0,0,0,0,1,4,2,0,Matches
442,Thiago Silva\86e7deaf,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-182,1984,21.3,25,18,13,10,2,9,19,47.4,10,124,47,37.9,73,47,4,54,26,3,28,46,71,98,0,Matches
443,Ellis Simms\26d3b5be,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,0,0,0,0,,0,10,3,30,2,5,3,2,1,0,1,0,0,0,0,Matches
444,Moussa Sissoko\2acd49b9,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-219,1989,26.8,42,26,22,18,2,13,25,52,12,368,112,30.4,133,179,56,39,12,0,27,33,75,57,0,Matches
445,Oliver Skipp\6250083a,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-188,2000,15,33,18,14,16,3,12,28,42.9,16,275,71,25.8,109,131,35,25,9,0,16,19,52,14,0,Matches
446,William Smallbone\5e105217,William Smallbone\5e105217,ie IRL,MFFW,Southampton,22-030,2000,1.3,3,2,1,2,0,0,2,0,2,36,11,30.6,5,17,14,3,0,0,3,2,5,1,0,Matches
447,Emile Smith Rowe\17695062,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-238,2000,16.7,15,12,5,10,0,1,10,10,9,194,59,30.4,44,90,60,14,1,0,13,16,31,9,0,Matches
448,Cedric Soares\839c14e1,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-204,1991,9.2,19,9,11,4,4,8,13,61.5,5,102,31,30.4,41,40,21,13,5,0,8,14,33,21,1,Matches
449,Tomas Soucek\6613c819,Tomáš Sou?ek\6613c819,cz CZE,MF,West Ham,27-024,1995,27.9,58,34,28,23,7,21,56,37.5,35,385,103,26.8,147,183,55,41,11,0,30,45,103,91,1,Matches
450,Boubakary Soumare\ae59b359,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,23-024,1999,11.5,24,13,10,10,4,6,16,37.5,10,235,61,26,90,117,28,11,2,0,9,17,41,17,0,Matches
451,Caglar Soyuncu\21166ff4,Ça?lar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-304,1996,23.7,43,24,27,14,2,20,34,58.8,14,225,82,36.4,124,94,7,49,27,0,22,42,85,112,1,Matches
452,Jason Steele\28300a16,Jason Steele\28300a16,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Jed Steer\a8a3d139,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Zack Steffen\42130443,Zack Steffen\42130443,us USA,GK,Manchester City,26-355,1995,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Dale Stephens\653ee42d,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-284,1989,1.4,6,2,1,4,1,1,5,20,4,40,14,35,6,29,5,4,1,0,3,2,8,1,0,Matches
456,Jack Stephens\6adbc307,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-055,1994,7,16,8,7,7,2,4,16,25,12,70,23,32.9,40,24,6,10,6,0,4,22,38,40,0,Matches
457,Raheem Sterling\b400bde0,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-105,1994,17.4,24,16,1,11,12,5,16,31.3,11,228,61,26.8,29,111,88,13,0,0,13,12,36,2,0,Matches
458,Finley Stevens\7e003182,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-347,2003,0.2,2,0,0,2,0,1,1,100,0,5,1,20,0,4,1,0,0,0,0,0,2,0,0,Matches
459,John Stones\5eecec3d,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-299,1994,9.6,4,3,3,1,0,2,4,50,2,40,17,42.5,18,19,3,6,3,0,3,10,14,34,1,Matches
460,Pascal Struijk\f4d296e4,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-224,1999,19.8,56,31,33,19,4,21,39,53.8,18,326,125,38.3,165,136,25,49,24,0,25,59,115,75,2,Matches
461,Crysencio Summerville\df04eb4b,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-144,2001,1.4,5,3,2,0,3,2,2,100,0,18,6,33.3,4,6,8,1,0,0,1,5,10,0,0,Matches
462,Jakob Sorensen\953c30b0,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,24-020,1998,4.1,15,9,6,9,0,4,8,50,4,76,32,42.1,36,35,5,8,2,0,6,11,26,12,0,Matches
463,Japhet Tanganga\e9971f2d,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-357,1999,8.2,21,12,10,6,5,8,13,61.5,5,110,36,32.7,52,45,13,16,7,0,9,17,38,30,0,Matches
464,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-186,1995,7,15,8,8,6,1,7,13,53.8,6,78,25,32.1,39,15,24,10,3,0,7,10,25,23,1,Matches
465,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-186,1995,15.9,31,15,26,5,0,13,35,37.1,22,191,44,23,107,62,22,44,10,0,34,35,66,25,0,Matches
466,James Tarkowski\15ea812b,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-124,1992,25,51,32,38,12,1,24,42,57.1,18,202,68,33.7,135,58,9,67,47,2,20,63,114,157,5,Matches
467,Nuno Tavares\a65c844b,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-056,2000,7,11,8,5,3,3,1,4,25,3,73,18,24.7,32,25,16,12,3,0,9,17,28,19,1,Matches
468,Charlie Taylor\cc2d7ad5,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-186,1993,19.3,37,15,23,12,2,21,35,60,14,156,41,26.3,81,56,19,71,15,0,56,54,91,69,1,Matches
469,Nathan Tella\f1e94cd6,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-261,1999,6.5,8,3,3,5,0,2,14,14.3,12,194,56,28.9,35,89,70,14,0,0,14,13,21,4,0,Matches
470,Alex Telles\e73c9bb2,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-098,1992,11.1,34,18,26,7,1,14,24,58.3,10,122,39,32,64,40,18,16,3,0,13,22,56,30,1,Matches
471,Luke Thomas\fc027d02,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-286,2001,17.2,41,25,28,9,4,17,39,43.6,22,278,83,29.9,154,93,31,47,13,1,34,35,76,44,1,Matches
472,Dominic Thompson\235a62f8,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-240,2000,1.6,3,1,3,0,0,2,3,66.7,1,16,3,18.8,9,5,2,2,2,0,0,3,6,4,0,Matches
473,Youri Tielemans\56f7a928,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-320,1997,20.1,45,32,18,23,4,19,60,31.7,41,322,102,31.7,109,160,53,35,13,1,22,27,72,33,1,Matches
474,Kieran Tierney\fce2302c,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-291,1997,21.3,21,12,11,7,3,10,14,71.4,4,163,49,30.1,60,58,45,35,7,0,28,30,51,47,0,Matches
475,Takehiro Tomiyasu\b3af9be1,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-138,1998,15.4,31,13,14,11,6,16,25,64,9,182,59,32.4,71,81,30,34,2,0,32,28,59,39,1,Matches
476,James Tomkins\e7ca0439,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-359,1989,6.1,12,6,7,5,0,5,7,71.4,2,49,20,40.8,33,16,0,13,8,0,5,10,22,14,0,Matches
477,Ivan Toney\e09f279b,Ivan Toney\e09f279b,eng ENG,FW,Brentford,26-007,1996,24.3,26,17,4,14,8,5,22,22.7,17,329,86,26.1,43,130,156,22,2,1,20,18,44,36,1,Matches
478,Ferran Torres\9e1035f8,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,22-022,2000,3.4,1,1,0,1,0,0,1,0,1,38,13,34.2,3,8,27,6,1,0,5,1,2,0,0,Matches
479,Cenk Tosun\9a104dee,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
480,Andros Townsend\b28bbd58,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-250,1991,16.2,29,15,15,9,5,8,35,22.9,27,302,98,32.5,85,128,89,44,3,0,41,21,50,6,0,Matches
481,Adama Traore\9a28eba4,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-057,1996,11.9,12,9,7,2,3,2,9,22.2,7,141,42,29.8,37,69,35,8,1,0,7,4,16,2,0,Matches
482,Bertrand Traore\c47541e0,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,26-198,1995,2,1,0,0,0,1,0,2,0,2,20,5,25,3,4,13,0,0,0,0,0,1,0,0,Matches
483,Trezeguet\3ae14ed1,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Francisco Trincao\77e39b04,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-084,1999,12.7,23,12,7,10,6,4,11,36.4,7,279,83,29.7,64,138,77,21,1,0,20,15,38,1,0,Matches
485,Kieran Trippier\21512407,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,18,10,9,7,2,7,13,53.8,6,48,16,33.3,18,24,6,9,2,0,7,10,28,11,0,Matches
486,William Troost-Ekong\7ed4921e,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-203,1993,15.3,17,10,10,7,0,6,11,54.5,5,105,38,36.2,61,41,3,29,14,1,15,22,39,87,1,Matches
487,Leandro Trossard\38ceb24a,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-109,1994,24.4,28,19,8,8,12,4,21,19,17,386,121,31.3,71,136,179,32,1,0,31,24,52,5,0,Matches
488,Kostas Tsimikas\f315ca93,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-315,1996,7.4,15,6,6,4,5,6,13,46.2,7,107,38,35.5,41,36,30,12,2,0,10,11,26,18,0,Matches
489,Axel Tuanzebe\2baec6ce,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-129,1997,5.6,8,6,6,2,0,2,5,40,3,47,13,27.7,23,20,4,5,4,0,1,9,17,13,1,Matches
490,Ozan Tufan\17d45fb2,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,27-000,1995,3.7,4,2,1,2,1,1,4,25,3,77,9,11.7,23,39,15,5,0,0,5,2,6,4,0,Matches
491,Christos Tzolis\9f333379,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-052,2002,3.4,6,2,3,3,0,3,10,30,7,58,13,22.4,21,16,21,2,0,0,2,2,8,1,0,Matches
492,Yan Valery\531a4aa8,Yan Valery\531a4aa8,fr FRA,DF,Southampton,23-029,1999,1.5,0,0,0,0,0,0,2,0,2,12,5,41.7,2,9,1,3,2,0,1,5,5,3,0,Matches
493,Raphael Varane\9f8e9423,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-332,1993,15.3,23,13,15,5,3,10,20,50,10,126,48,38.1,88,34,4,28,11,0,17,29,52,73,0,Matches
494,Jamie Vardy\45963054,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-071,1987,15.6,2,1,0,2,0,0,3,0,3,212,52,24.5,12,85,115,8,1,0,7,5,7,11,0,Matches
495,Joel Veltman\dad4b285,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-067,1992,22.9,66,31,39,22,5,20,48,41.7,28,271,87,32.1,133,109,29,43,9,0,34,53,119,59,0,Matches
496,Jannik Vestergaard\1900032e,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-232,1992,6.3,16,11,13,3,0,6,15,40,9,60,22,36.7,45,15,0,15,10,0,5,15,31,41,1,Matches
497,Nikola Vlasic\aa8e289e,Nikola Vlaši?\aa8e289e,hr CRO,FWMF,West Ham,24-170,1997,5.1,12,10,3,7,2,4,19,21.1,15,129,31,24,36,55,38,4,0,0,4,9,21,2,0,Matches
498,Matej Vydra\0d4ceb32,Mat?j Vydra\0d4ceb32,cz CZE,FW,Burnley,29-326,1992,5,7,4,1,1,5,2,4,50,2,108,26,24.1,10,43,55,2,1,0,1,2,9,7,0,Matches
499,Theo Walcott\1ecb65be,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,33-007,1989,4.2,5,3,2,1,2,3,5,60,2,79,17,21.5,20,35,24,5,0,0,5,7,12,2,0,Matches
500,Kyle Walker\86dd77d1,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-299,1990,17.5,22,16,11,9,2,10,21,47.6,11,146,53,36.3,50,74,22,15,4,0,11,19,41,20,0,Matches
501,Kyle Walker-Peters\984a5a64,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-344,1997,20.3,46,19,18,21,7,15,27,55.6,12,250,85,34,91,103,56,29,4,0,25,44,90,32,0,Matches
502,Aaron Wan-Bissaka\9e525177,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-117,1997,17.9,36,21,19,12,5,6,16,37.5,10,193,52,26.9,87,68,38,54,13,1,41,39,75,44,0,Matches
503,Joel Ward\8a7ff278,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-145,1989,23,44,25,27,17,0,23,46,50,23,244,69,28.3,129,83,32,45,9,0,36,40,84,88,1,Matches
504,James Ward-Prowse\3515d404,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-142,1994,26.7,40,24,13,21,6,11,51,21.6,40,416,137,32.9,119,233,64,46,11,1,35,48,88,35,0,Matches
505,Ollie Watkins\aed3a70f,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-083,1995,24.1,9,8,2,4,3,0,8,0,8,402,101,25.1,33,185,184,34,4,0,30,15,24,21,0,Matches
506,Adam Webster\c40b6180,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-078,1995,13,19,9,14,3,2,10,19,52.6,9,93,34,36.6,57,29,7,28,14,0,14,24,43,60,2,Matches
507,Wout Weghorst\c4e87b8b,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-228,1992,8.4,9,8,2,4,3,2,10,20,8,267,71,26.6,46,121,100,18,2,0,16,4,13,7,0,Matches
508,Danny Welbeck\ce5143da,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-117,1990,8.1,5,4,0,4,1,1,8,12.5,7,121,33,27.3,18,45,58,9,1,0,8,2,7,7,0,Matches
509,Timo Werner\49fe9070,Timo Werner\49fe9070,de GER,FWMF,Chelsea,26-017,1996,8.2,3,0,0,1,2,0,13,0,13,146,34,23.3,25,46,75,6,0,0,6,4,7,2,0,Matches
510,Ashley Westwood\495945ef,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-356,1990,22.1,29,22,7,19,3,14,29,48.3,15,387,85,22,108,218,61,17,8,0,9,41,70,19,0,Matches
511,Ben White\35e413f1,Ben White\35e413f1,eng ENG,DF,Arsenal,24-166,1997,26,32,18,20,9,3,14,33,42.4,19,184,66,35.9,95,73,16,44,21,0,23,59,91,88,0,Matches
512,Brandon Williams\5e74d6c8,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-201,2000,21.5,53,26,36,14,3,22,53,41.5,31,301,77,25.6,146,115,40,48,7,0,41,58,111,42,0,Matches
513,Neco Williams\dd323728,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-344,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
514,Joe Willock\a3b03921,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,59,39,28,25,6,19,56,33.9,37,460,99,21.5,157,213,90,36,8,0,28,27,86,16,0,Matches
515,Callum Wilson\c596fcb0,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,7,5,1,3,3,1,4,25,3,162,36,22.2,20,59,83,9,4,0,5,4,11,12,1,Matches
516,Harry Winks\2f7acede,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-049,1996,9.4,14,5,4,7,3,6,14,42.9,8,135,29,21.5,47,66,22,17,4,0,13,19,33,7,0,Matches
517,Yoane Wissa\2500cef9,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-201,1996,9.6,10,4,3,3,4,0,9,0,9,126,35,27.8,20,40,66,12,4,0,8,6,16,6,0,Matches
518,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-106,1991,10,2,1,0,2,0,1,2,50,1,167,50,29.9,10,82,75,6,2,0,4,2,4,4,0,Matches
519,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-106,1991,15.2,11,8,2,5,4,4,8,50,4,198,60,30.3,8,81,109,16,7,0,9,4,15,6,0,Matches
520,Freddie Woodman\19e50035,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
521,Granit Xhaka\e61b8aee,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-177,1992,16.2,30,18,13,12,5,13,29,44.8,16,202,57,28.2,60,90,52,21,5,0,16,21,51,16,0,Matches
522,Andriy Yarmolenko\849c826a,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-151,1989,1.9,2,0,1,1,0,2,5,40,3,41,8,19.5,11,14,16,5,2,0,3,0,2,1,0,Matches
523,Ashley Young\be927d03,Ashley Young\be927d03,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,21,11,10,7,4,9,11,81.8,2,107,26,24.3,43,39,25,11,4,0,7,15,36,19,0,Matches
524,Wilfried Zaha\b2bc3b1f,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-133,1992,22.5,37,26,13,16,8,8,17,47.1,9,461,122,26.5,105,232,124,19,0,0,19,19,56,3,0,Matches
525,Christoph Zimmermann\2d5f03bf,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,29-070,1993,0.5,0,0,0,0,0,0,1,0,1,8,2,25,4,2,2,0,0,0,0,2,2,1,0,Matches
526,Oleksandr Zinchenko\51cf8561,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-098,1996,6.6,13,7,4,7,2,3,9,33.3,6,54,20,37,9,33,12,7,1,0,6,11,24,8,0,Matches
527,Hakim Ziyech\6622454d,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,29-004,1993,10.7,16,8,4,9,3,3,23,13,20,204,59,28.9,45,94,65,16,1,0,15,17,33,7,0,Matches
528,Kurt Zouma\ce4246f5,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-147,1994,17.8,9,4,8,1,0,4,8,50,4,75,24,32,41,26,8,27,22,0,5,39,48,111,0,Matches
529,Martin Odegaard\79300479,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-096,1998,21,29,17,4,14,11,7,28,25,21,395,108,27.3,74,173,148,14,1,0,13,16,45,8,1,Matches
