,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
131,Kieran Dowell\2f6ec02a,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,24-164,1997,4,9,2.28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Cody Drameh\e0d1510a,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,20-105,2001,1.4,2,1.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Martin Dubravka\3a949a25,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,33-067,1989,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Shane Duffy\7314bba4,Shane Duffy\7314bba4,ie IRL,DF,Brighton,30-081,1992,16,8,0.5,6,0,0,2,0,0,2,0.13,1,0,0,1,0,0,Matches
135,Paul Dummett\3fe6bd8c,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,30-178,1991,2.2,1,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Lewis Dunk\282f75f3,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,30-122,1991,19.6,9,0.46,8,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
137,Ederson\3bb7b8b4,Ederson\3bb7b8b4,br BRA,GK,Manchester City,28-218,1993,28,4,0.14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
138,Odsonne Edouard\0562b7f1,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,24-066,1998,14.1,33,2.34,22,0,3,5,0,3,3,0.21,2,0,0,1,0,0,Matches
139,Anthony Elanga\2fba6108,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19-330,2002,6.1,8,1.31,3,0,2,0,2,1,0,0,0,0,0,0,0,0,Matches
140,Harvey Elliott\c8387671,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18-353,2003,3.1,16,5.11,10,1,1,2,2,0,1,0.32,1,0,0,0,0,0,Matches
141,Mohamed Elneny\47a34c4f,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29-255,1992,2,4,2.05,4,0,0,0,0,0,1,0.51,1,0,0,0,0,0,Matches
142,Mohamed Elyounoussi\68dc0dac,Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,27-231,1994,16.8,41,2.45,32,0,2,5,1,1,4,0.24,2,0,0,2,0,0,Matches
143,Emerson\df8b52a5,Emerson\df8b52a5,br BRA,DF,Tottenham,23-068,1999,16.8,37,2.21,29,0,4,2,1,1,2,0.12,2,0,0,0,0,0,Matches
144,Christian Eriksen\980522ec,Christian Eriksen\980522ec,dk DEN,MF,Brentford,30-037,1992,2.4,9,3.7,6,3,0,0,0,0,3,1.23,2,1,0,0,0,0,Matches
145,Oghenekaro Etebo\b579e83d,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,26-134,1995,4.3,4,0.93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Jonny Evans\f8fcd2a5,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,34-079,1988,8.7,4,0.46,3,1,0,0,0,0,2,0.23,1,1,0,0,0,0,Matches
147,Eberechi Eze\ae4fc6a4,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23-267,1998,1.6,2,1.27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
148,Lukasz Fabianski\9328b835,?ukasz Fabia?ski\9328b835,pl POL,GK,West Ham,36-339,1985,29,3,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Fabinho\7f3b388c,Fabinho\7f3b388c,br BRA,MF,Liverpool,28-151,1993,20.9,32,1.53,24,0,0,3,4,1,5,0.24,3,0,0,2,0,0,Matches
150,Kiko Femenia\e5d01ecf,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,31-049,1991,17.8,28,1.57,21,7,0,0,0,0,6,0.34,5,1,0,0,0,0,Matches
151,Evan Ferguson\4596da74,Evan Ferguson\4596da74,ie IRL,MF,Brighton,17-155,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
152,Nathan Ferguson\2f8d27bc,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,21-168,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Bruno Fernandes\507c7bdf,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,27-196,1994,25.6,116,4.52,92,13,3,3,2,3,9,0.35,8,0,1,0,0,0,Matches
154,Alvaro Fernandez\f127d782,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23-344,1998,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Federico Fernandez\f25b010f,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,33-030,1989,5.8,3,0.52,1,0,0,2,0,0,1,0.17,0,0,0,1,0,0,Matches
156,Fernandinho\101da2b5,Fernandinho\101da2b5,br BRA,MF,Manchester City,36-323,1985,6.8,22,3.25,17,0,0,3,2,0,4,0.59,4,0,0,0,0,0,Matches
157,Roberto Firmino\4c370d81,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,30-172,1991,8.8,26,2.96,23,0,1,1,0,1,4,0.46,3,0,0,0,0,1,Matches
158,Junior Firpo\24f59bb2,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,25-213,1996,14.8,35,2.36,26,4,1,1,1,2,3,0.2,1,1,0,0,0,1,Matches
159,Ashley Fletcher\eeb6551f,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,26-172,1995,0.3,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
160,Phil Foden\ed1e53f3,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21-299,2000,17.9,58,3.25,40,10,1,6,1,0,9,0.5,6,1,0,2,0,0,Matches
161,Pablo Fornals\82927de4,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,26-029,1996,24,69,2.87,53,5,4,4,2,1,6,0.25,4,1,0,1,0,0,Matches
162,Adam Forshaw\9f1938ab,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,30-166,1991,16,27,1.69,26,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
163,Marcus Forss\82c215a0,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22-278,1999,2.3,2,0.86,1,0,0,1,0,0,1,0.43,0,0,0,1,0,0,Matches
164,Fraser Forster\c3e39f12,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,34-006,1988,12,1,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Ben Foster\d0b3ceb9,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38-354,1983,18,6,0.33,6,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
166,Tariqe Fosu\3dcef539,Tariqe Fosu\3dcef539,gh GHA,DF,Brentford,26-138,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Ryan Fraser\d56543a0,Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,28-027,1994,15,44,2.94,27,7,0,4,5,1,6,0.4,3,1,0,1,1,0,Matches
168,Fred\b853e0ad,Fred\b853e0ad,br BRA,MF,Manchester Utd,29-018,1993,19.6,50,2.55,41,0,1,1,4,3,8,0.41,6,0,0,0,1,1,Matches
169,Ryan Fredericks\c067631c,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,29-164,1992,1.4,1,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
170,Leo Fuhr Hjelde\d102b8a2,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,18-209,2003,1.7,3,1.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Conor Gallagher\c2731c10,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,22-045,2000,24.4,76,3.11,37,19,3,7,8,2,12,0.49,8,0,2,0,1,1,Matches
172,Dwight Gayle\e58a03c6,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,31-157,1990,0.4,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Jean-Philippe Gbamin\6bd603db,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,26-179,1995,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,David de Gea\7ba6d84e,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,31-136,1990,29,3,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Joe Gelhardt\01962d0d,Joe Gelhardt\01962d0d,eng ENG,FWMF,Leeds United,19-323,2002,5.2,15,2.89,9,0,2,1,3,0,4,0.77,1,0,1,0,2,0,Matches
176,Anwar El Ghazi\ffa90327,Anwar El Ghazi\ffa90327,nl NED,FW,Everton,26-324,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Anwar El Ghazi\ffa90327,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26-324,1995,4.3,11,2.56,8,1,1,0,1,0,2,0.47,2,0,0,0,0,0,Matches
178,Saman Ghoddos\f7b1d4e0,Saman Ghoddos\f7b1d4e0,ir IRN,MFDF,Brentford,28-198,1993,4.8,22,4.56,16,2,0,1,2,1,2,0.41,1,0,0,0,1,0,Matches
179,Dimitris Giannoulis\112c495e,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,26-157,1995,6.1,7,1.15,6,1,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
180,Morgan Gibbs-White\32f60ed8,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,22-055,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Ben Gibson\bcfb0142,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,29-067,1993,23.7,10,0.42,10,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
182,Billy Gilmour\df10e27c,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20-285,2001,15.7,43,2.73,19,21,1,2,0,0,1,0.06,0,1,0,0,0,0,Matches
183,Ben Godfrey\9f7c837d,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,24-067,1998,18.5,27,1.46,21,2,1,2,0,1,2,0.11,1,0,0,1,0,0,Matches
184,Andre Gomes\1961b2aa,André Gomes\1961b2aa,pt POR,MF,Everton,28-236,1993,5.6,13,2.33,9,0,2,1,1,0,2,0.36,1,0,1,0,0,0,Matches
185,Toti Gomes\f0caab96,Toti Gomes\f0caab96,pt POR,DF,Wolves,23-066,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Joe Gomez\7a11550b,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24-304,1997,1.2,2,1.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Charlie Goode\7aee4dd3,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,26-232,1995,5,12,2.4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,Matches
188,Anthony Gordon\2bd83368,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,21-027,2001,16.7,40,2.39,23,7,4,0,5,1,3,0.18,0,2,0,0,1,0,Matches
189,Kaide Gordon\19a9cb70,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,17-169,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
190,Dan Gosling\7fec31a0,Dan Gosling\7fec31a0,eng ENG,MF,Watford,32-050,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Demarai Gray\4468ec10,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25-268,1996,18.8,63,3.35,37,7,9,4,6,0,4,0.21,2,0,1,1,0,0,Matches
192,Jack Grealish\b0b4fd3e,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,26-194,1995,16.1,85,5.29,67,1,4,4,9,0,6,0.37,6,0,0,0,0,0,Matches
193,Mason Greenwood\58eee997,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,20-173,2001,14.1,44,3.12,37,0,4,1,2,0,7,0.5,6,0,0,1,0,0,Matches
194,Sam Greenwood\f3354c07,Sam Greenwood\f3354c07,eng ENG,FWMF,Leeds United,20-056,2002,0.9,1,1.11,1,0,0,0,0,0,1,1.11,1,0,0,0,0,0,Matches
195,Pascal Gross\8aec0537,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30-281,1991,15.3,62,4.06,33,26,0,3,0,0,4,0.26,2,2,0,0,0,0,Matches
196,Vicente Guaita\ab13a5aa,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,35-072,1987,23.5,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Marc Guehi\d0706b27,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21-253,2000,28,12,0.43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Bruno Guimaraes\82518f62,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,24-127,1997,3.2,6,1.86,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
199,Ilkay Gundogan\819b3158,?lkay Gündo?an\819b3158,de GER,MF,Manchester City,31-150,1990,15,55,3.67,41,10,4,0,0,0,6,0.4,5,0,1,0,0,0,Matches
200,Angus Gunn\e082af5b,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,26-060,1996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
201,Grant Hanley\e9254eec,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,30-123,1991,23.2,7,0.3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,Matches
202,Jack Harrison\aa849a12,Jack Harrison\aa849a12,eng ENG,FWMF,Leeds United,25-123,1996,21.9,69,3.15,46,3,8,6,5,1,3,0.14,1,0,1,1,0,0,Matches
203,Kortney Hause\bf8fad51,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26-250,1995,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Kai Havertz\fed7cb61,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22-285,1999,14.5,36,2.48,25,0,2,4,5,0,5,0.34,3,0,1,0,1,0,Matches
205,Isaac Hayden\c951a6df,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,27-001,1995,11.1,6,0.54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,Hwang Hee-chan\169fd162,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,26-056,1996,15,23,1.53,15,0,2,3,2,1,3,0.2,1,0,1,0,0,1,Matches
207,Jordan Henderson\935e6b8f,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31-279,1990,22.3,60,2.7,54,3,2,0,0,1,10,0.45,10,0,0,0,0,0,Matches
208,Jeff Hendrick\989d5705,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,30-051,1992,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Wayne Hennessey\76eca7e2,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,35-058,1987,2,3,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Rico Henry\8a3c1dc7,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24-258,1997,23.2,29,1.25,24,1,3,0,1,0,0,0,0,0,0,0,0,0,Matches
211,Son Heung-min\92e7e919,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29-258,1992,24.9,95,3.81,56,25,2,6,5,1,9,0.36,5,2,0,0,2,0,Matches
212,Ki-Jana Hoever\9a71e978,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,20-064,2002,3.4,3,0.88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Rob Holding\d79a8c87,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,26-184,1995,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Mason Holgate\d0042ab9,Mason Holgate\d0042ab9,eng ENG,DF,Everton,25-152,1996,14.8,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Callum Hudson-Odoi\15f3ec41,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,21-136,2000,10.7,51,4.77,37,0,7,3,4,0,6,0.56,4,0,0,0,2,0,Matches
216,Will Hughes\a0666d3e,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26-340,1995,9.1,16,1.76,8,3,0,0,2,3,2,0.22,0,1,0,0,1,0,Matches
217,Pierre Hojbjerg\8b04d6c1,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,26-230,1995,26.5,57,2.15,47,3,3,1,1,2,4,0.15,4,0,0,0,0,0,Matches
218,Adam Idah\291e3ec3,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,21-012,2001,6.9,12,1.73,8,1,1,0,2,0,1,0.14,1,0,0,0,0,0,Matches
219,Kelechi Iheanacho\c92e1a31,Kelechi Iheanacho\c92e1a31,ng NGA,FW,Leicester City,25-171,1996,9.2,29,3.15,22,1,2,1,1,2,7,0.76,5,0,0,0,0,2,Matches
220,Danny Ings\07802f7f,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29-243,1992,16.9,21,1.24,16,0,1,2,1,1,7,0.41,7,0,0,0,0,0,Matches
221,Tim Iroegbunam\84c5ceea,Tim Iroegbunam\84c5ceea,,MF,Aston Villa,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
222,Alex Iwobi\6ca5ec4b,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,25-324,1996,11.6,32,2.76,31,0,0,1,0,0,3,0.26,3,0,0,0,0,0,Matches
223,Daniel James\c931d9f9,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,24-133,1997,22.5,47,2.09,33,0,2,4,7,1,5,0.22,3,0,1,0,1,0,Matches
224,Daniel James\c931d9f9,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,24-133,1997,1.4,3,2.14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
225,Reece James\1265a93a,Reece James\1265a93a,eng ENG,DF,Chelsea,22-105,1999,13.1,51,3.88,38,6,3,3,1,0,8,0.61,6,1,1,0,0,0,Matches
226,Vitaly Janelt\8449d35e,Vitaly Janelt\8449d35e,de GER,MF,Brentford,23-317,1998,19.8,36,1.82,25,3,2,3,2,1,3,0.15,3,0,0,0,0,0,Matches
227,Pontus Jansson\172e52d8,Pontus Jansson\172e52d8,se SWE,DF,Brentford,31-038,1991,29.9,11,0.37,6,0,0,4,1,0,4,0.13,1,0,0,2,1,0,Matches
228,Mathias Jensen\0f134faf,Mathias Jensen\0f134faf,dk DEN,MF,Brentford,26-081,1996,13.6,44,3.24,23,19,0,0,0,2,2,0.15,1,1,0,0,0,0,Matches
229,Gabriel Jesus\b66315ae,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24-354,1997,14.9,46,3.09,35,0,5,5,1,0,12,0.81,8,0,2,1,1,0,Matches
230,Raul Jimenez\b561db50,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,30-322,1991,23.9,55,2.3,36,1,4,7,4,3,13,0.54,5,0,3,3,1,1,Matches
231,Joelinton\c17bfb65,Joelinton\c17bfb65,br BRA,MFFW,Newcastle Utd,25-221,1996,20.9,50,2.39,33,0,3,7,5,2,3,0.14,2,0,0,1,0,0,Matches
232,Ben Johnson\9319781b,Ben Johnson\9319781b,eng ENG,DF,West Ham,22-058,2000,13.4,13,0.97,11,1,0,0,1,0,2,0.15,2,0,0,0,0,0,Matches
233,Curtis Jones\4fb9c88f,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,21-052,2001,7.1,14,1.97,9,0,1,2,2,0,2,0.28,1,0,0,1,0,0,Matches
234,Phil Jones\def899bd,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,30-030,1992,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
235,Jorginho\45db685d,Jorginho\45db685d,it ITA,MF,Chelsea,30-093,1991,20.8,40,1.93,34,1,0,2,2,1,7,0.34,7,0,0,0,0,0,Matches
236,Diogo Jota\178ae8f8,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,25-109,1996,19.4,64,3.29,40,0,12,2,6,4,9,0.46,3,0,4,1,1,0,Matches
237,James Justin\fb614c44,James Justin\fb614c44,eng ENG,DF,Leicester City,24-028,1998,4.1,5,1.22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Mathias Jorgensen\0db5d2c8,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,31-334,1990,4.8,6,1.26,3,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches
239,Ozan Kabak\2d61d13a,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,21-363,2000,10.2,10,0.98,4,0,1,1,3,1,0,0,0,0,0,0,0,0,Matches
240,Christian Kabasele\914ab9a1,Christian Kabasele\914ab9a1,be BEL,DF,Watford,31-027,1991,5.3,4,0.76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Samuel Kalu\b8d22478,Samuel Kalu\b8d22478,ng NGA,FWMF,Watford,24-209,1997,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Hassane Kamara\19a12bed,Hassane Kamara\19a12bed,ci CIV,DF,Watford,27-185,1994,10.9,16,1.46,13,0,1,0,0,2,0,0,0,0,0,0,0,0,Matches
243,Harry Kane\21a66f6a,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,28-238,1993,26.9,84,3.12,61,1,9,6,6,1,13,0.48,10,0,1,2,0,0,Matches
244,N'Golo Kante\b9fbae28,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,30-359,1991,13.3,37,2.78,30,0,4,1,0,2,10,0.75,9,0,1,0,0,0,Matches
245,Edo Kayembe\f99b71de,Edo Kayembe\f99b71de,cd COD,MF,Watford,23-232,1998,4.6,7,1.52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Moise Kean\3d50bcdb,Moise Kean\3d50bcdb,it ITA,FW,Everton,22-023,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Michael Keane\c5b7c315,Michael Keane\c5b7c315,eng ENG,DF,Everton,29-071,1993,24.5,12,0.49,8,1,0,3,0,0,1,0.04,1,0,0,0,0,0,Matches
248,Naby Keita\f25c8e3a,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,27-041,1995,9.2,30,3.25,23,0,2,3,0,2,5,0.54,4,0,0,1,0,0,Matches
249,Caoimhin Kelleher\62d7ef38,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,23-120,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
250,Jonjoe Kenny\099e666f,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,25-008,1997,7.8,11,1.41,7,1,2,1,0,0,2,0.26,2,0,0,0,0,0,Matches
251,Max Kilman\d0f72bf1,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24-304,1997,27.9,8,0.29,6,0,1,1,0,0,1,0.04,0,0,0,1,0,0,Matches
252,Joshua King\43458538,Joshua King\43458538,no NOR,FW,Watford,30-067,1992,21.9,55,2.52,42,0,4,3,5,1,6,0.27,4,0,1,1,0,0,Matches
253,Kristoffer Klaesson\3f70db80,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,21-116,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Mateusz Klich\282679b4,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31-283,1990,18.3,59,3.22,47,2,2,4,3,1,6,0.33,5,0,0,1,0,0,Matches
255,Robin Koch\ea6bc03a,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25-249,1996,11.2,15,1.33,13,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
256,Sead Kolasinac\3935e52e,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28-276,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Ibrahima Konate\5ed9b537,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22-302,1999,8,5,0.62,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
258,Ezri Konsa\0313a347,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,24-151,1997,22,9,0.41,8,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
259,Cheikhou Kouyate\8d3c902d,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,32-092,1989,18.5,16,0.86,13,0,2,0,0,1,1,0.05,1,0,0,0,0,0,Matches
260,Mateo Kovacic\79c0821a,Mateo Kova?i?\79c0821a,hr CRO,MF,Chelsea,27-321,1994,14.2,46,3.24,38,0,2,3,3,0,6,0.42,6,0,0,0,0,0,Matches
261,Emil Krafth\77cf6852,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,27-233,1994,11.5,7,0.61,5,0,1,1,0,0,1,0.09,1,0,0,0,0,0,Matches
262,Alex Kral\e717705a,Alex Král\e717705a,cz CZE,MF,West Ham,23-308,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Tim Krul\f23f9d20,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33-354,1988,22,5,0.23,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
264,Juraj Kucka\5aaef9ef,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,35-025,1987,17.6,31,1.76,22,0,4,0,3,2,2,0.11,1,0,0,0,1,0,Matches
