,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
397,Connor Roberts\24fae784,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-181,1995,10.2,9,0.88,6,1,1,0,1,0,1,0.1,1,0,0,0,0,0,Matches
398,Tyler Roberts\6c17e046,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-070,1999,11,28,2.55,22,0,2,2,2,0,1,0.09,1,0,0,0,0,0,Matches
399,Andrew Robertson\2e4f5f03,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,28-012,1994,21.5,76,3.54,55,14,3,0,3,1,12,0.56,9,2,1,0,0,0,Matches
400,Joe Rodon\8d62d31a,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
401,Rodri\6434f10d,Rodri\6434f10d,es ESP,MF,Manchester City,25-274,1996,23.4,60,2.57,52,1,2,3,0,2,1,0.04,1,0,0,0,0,0,Matches
402,Rodrigo\1fb1c435,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,31-017,1991,18.1,59,3.26,47,3,2,1,2,4,4,0.22,2,0,1,0,0,1,Matches
403,Jay Rodriguez\4ab53cdb,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-237,1989,10.5,14,1.33,11,0,0,2,1,0,2,0.19,2,0,0,0,0,0,Matches
404,Mads Roerslev\57c94db2,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-272,1999,10.5,10,0.95,7,0,1,1,1,0,3,0.29,2,0,0,1,0,0,Matches
405,Cristian Romero\a3d94a58,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-330,1998,14.5,9,0.62,7,1,0,0,1,0,0,0,0,0,0,0,0,0,Matches
406,Oriol Romeu\4b511457,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-180,1991,25.7,52,2.02,48,0,1,1,0,2,3,0.12,3,0,0,0,0,0,Matches
407,Cristiano Ronaldo\dea698d9,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-046,1985,21.3,61,2.87,42,0,9,5,4,1,8,0.38,4,0,2,1,1,0,Matches
408,Salomon Rondon\b318a643,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-188,1989,7.9,15,1.89,11,0,1,2,0,1,0,0,0,0,0,0,0,0,Matches
409,Danny Rose\89d10e53,Danny Rose\89d10e53,eng ENG,DF,Watford,31-264,1990,7.7,11,1.44,10,1,0,0,0,0,1,0.13,0,1,0,0,0,0,Matches
410,Jon Rowe\8c12f884,Jon Rowe\8c12f884,eng ENG,FWMF,Norwich City,18-327,2003,1.2,5,4.33,4,0,1,0,0,0,1,0.87,1,0,0,0,0,0,Matches
411,Antonio Rudiger\18b896d6,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,29-020,1993,26,31,1.19,26,0,1,2,2,0,8,0.31,5,0,0,1,2,0,Matches
412,Lukas Rupp\3faa1780,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-074,1991,6.5,22,3.38,18,0,2,1,1,0,0,0,0,0,0,0,0,0,Matches
413,Jose Sa\903b6e8b,José Sá\903b6e8b,pt POR,GK,Wolves,29-065,1993,30,3,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
414,Allan Saint-Maximin\2b16cb1a,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,92,4.05,58,1,20,5,6,2,7,0.31,5,0,0,1,1,0,Matches
415,Romain Saiss\9fbbcf39,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-362,1990,27.4,13,0.47,12,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
416,Bukayo Saka\bc7dc64d,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-199,2001,23.7,99,4.17,69,11,9,3,6,1,8,0.34,6,1,0,0,1,0,Matches
417,Mohamed Salah\e342ad68,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-281,1992,25.1,115,4.58,77,0,19,15,3,1,22,0.88,14,0,5,2,1,0,Matches
418,Mohammed Salisu\0b33f6ad,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-340,1999,26,23,0.88,18,0,0,3,0,2,3,0.12,3,0,0,0,0,0,Matches
419,Albert Sambi Lokonga\1b4f1169,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-152,1999,10.1,22,2.18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Davinson Sanchez\da7b447d,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-284,1996,14.8,13,0.88,12,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
421,Robert Sanchez\6a713852,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-125,1997,28,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Jadon Sancho\dbf053da,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,68,4.09,55,3,7,2,1,0,7,0.42,5,0,2,0,0,0,Matches
423,Morgan Sanson\6e7f1353,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-217,1994,3.2,3,0.95,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
424,Samir Santos\92b4758e,Samir Santos\92b4758e,br BRA,DF,Watford,27-108,1994,11,1,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Josh Sargent\a8d4428b,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,22-031,2000,17.3,26,1.5,18,0,1,3,4,0,2,0.12,1,0,1,0,0,0,Matches
426,Jeremy Sarmiento\ac0d576d,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Ismaila Sarr\bfdb33aa,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,24-026,1998,14.9,33,2.21,25,0,4,0,2,2,2,0.13,2,0,0,0,0,0,Matches
428,Malang Sarr\4315f30d,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-059,1999,4.7,6,1.29,6,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
429,Dane Scarlett\21945a9e,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Fabian Schar\c8aa95da,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,16,0.85,11,2,2,1,0,0,4,0.21,3,0,1,0,0,0,Matches
431,Jeffrey Schlupp\3312f911,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,28,1.95,21,0,3,3,1,0,4,0.28,2,0,1,0,1,0,Matches
432,Kasper Schmeichel\53af52f3,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-138,1986,27,3,0.11,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
433,Ken Sema\1770bd68,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-174,1993,6.1,8,1.3,5,1,0,0,1,1,0,0,0,0,0,0,0,0,Matches
434,Nelson Semedo\d04b94db,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-127,1993,22.1,35,1.58,27,0,4,2,2,0,1,0.05,1,0,0,0,0,0,Matches
435,Ryan Sessegnon\6aa3e78b,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-309,2000,6,7,1.17,6,0,1,0,0,0,2,0.34,2,0,0,0,0,0,Matches
436,Jamie Shackleton\8d03ca5a,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,22-166,1999,7.6,8,1.05,6,1,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches
437,Luke Shaw\9c94165b,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-254,1995,17.3,62,3.59,40,20,0,0,0,2,6,0.35,5,1,0,0,0,0,Matches
438,Jonjo Shelvey\3727dd3c,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,30-024,1992,17,36,2.11,25,7,1,0,0,3,2,0.12,1,0,0,0,0,1,Matches
439,Francisco Sierralta\0f933743,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-321,1997,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Bernardo Silva\3eb22ec9,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-225,1994,26.7,109,4.08,85,2,10,6,6,0,11,0.41,9,0,0,1,1,0,Matches
441,Fabio Silva\e7aa9d7c,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-247,2002,2.9,7,2.38,4,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
442,Thiago Silva\86e7deaf,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-182,1984,21.3,17,0.8,12,0,0,3,1,1,1,0.05,0,0,0,0,1,0,Matches
443,Ellis Simms\26d3b5be,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-077,2001,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
444,Moussa Sissoko\2acd49b9,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-219,1989,26.8,53,1.98,46,0,4,1,1,1,3,0.11,1,0,1,0,0,1,Matches
445,Oliver Skipp\6250083a,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-188,2000,15,22,1.47,21,0,0,0,1,0,3,0.2,3,0,0,0,0,0,Matches
446,William Smallbone\5e105217,William Smallbone\5e105217,ie IRL,MFFW,Southampton,22-030,2000,1.3,1,0.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
447,Emile Smith Rowe\17695062,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-238,2000,16.7,49,2.93,38,3,3,3,2,0,6,0.36,5,1,0,0,0,0,Matches
448,Cedric Soares\839c14e1,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-204,1991,9.2,12,1.3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Tomas Soucek\6613c819,Tomáš Sou?ek\6613c819,cz CZE,MF,West Ham,27-024,1995,27.9,29,1.04,24,0,0,3,1,1,3,0.11,3,0,0,0,0,0,Matches
450,Boubakary Soumare\ae59b359,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,23-024,1999,11.5,13,1.13,11,0,1,0,0,1,2,0.17,2,0,0,0,0,0,Matches
451,Caglar Soyuncu\21166ff4,Ça?lar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-304,1996,23.7,9,0.38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Jason Steele\28300a16,Jason Steele\28300a16,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Jed Steer\a8a3d139,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Zack Steffen\42130443,Zack Steffen\42130443,us USA,GK,Manchester City,26-355,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Dale Stephens\653ee42d,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-284,1989,1.4,2,1.46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
456,Jack Stephens\6adbc307,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-055,1994,7,6,0.86,5,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
457,Raheem Sterling\b400bde0,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-105,1994,17.4,64,3.67,49,1,8,2,3,1,5,0.29,1,0,0,2,2,0,Matches
458,Finley Stevens\7e003182,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-347,2003,0.2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,John Stones\5eecec3d,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-299,1994,9.6,8,0.83,7,0,0,1,0,0,1,0.1,0,0,0,1,0,0,Matches
460,Pascal Struijk\f4d296e4,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-224,1999,19.8,17,0.86,11,0,0,2,1,3,2,0.1,0,0,0,1,0,1,Matches
461,Crysencio Summerville\df04eb4b,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-144,2001,1.4,1,0.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Jakob Sorensen\953c30b0,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,24-020,1998,4.1,2,0.49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
463,Japhet Tanganga\e9971f2d,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-357,1999,8.2,3,0.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
464,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-186,1995,7,24,3.43,10,10,0,1,3,0,1,0.14,0,1,0,0,0,0,Matches
465,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-186,1995,15.9,27,1.7,22,5,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
466,James Tarkowski\15ea812b,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-124,1992,25,17,0.68,14,0,0,2,0,1,2,0.08,2,0,0,0,0,0,Matches
467,Nuno Tavares\a65c844b,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-056,2000,7,15,2.16,9,0,2,1,1,2,3,0.43,2,0,0,1,0,0,Matches
468,Charlie Taylor\cc2d7ad5,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-186,1993,19.3,25,1.29,18,2,1,0,4,0,2,0.1,1,1,0,0,0,0,Matches
469,Nathan Tella\f1e94cd6,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-261,1999,6.5,12,1.84,8,0,2,0,2,0,0,0,0,0,0,0,0,0,Matches
470,Alex Telles\e73c9bb2,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-098,1992,11.1,24,2.16,13,9,0,1,1,0,3,0.27,0,2,0,0,1,0,Matches
471,Luke Thomas\fc027d02,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-286,2001,17.2,17,0.99,11,4,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
472,Dominic Thompson\235a62f8,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-240,2000,1.6,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Youri Tielemans\56f7a928,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-320,1997,20.1,60,2.98,43,4,3,4,2,4,7,0.35,5,0,0,1,0,1,Matches
474,Kieran Tierney\fce2302c,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-291,1997,21.3,38,1.79,33,2,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches
475,Takehiro Tomiyasu\b3af9be1,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-138,1998,15.4,24,1.56,20,1,0,0,0,3,4,0.26,3,0,0,0,0,1,Matches
476,James Tomkins\e7ca0439,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-359,1989,6.1,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Ivan Toney\e09f279b,Ivan Toney\e09f279b,eng ENG,FW,Brentford,26-007,1996,24.3,47,1.93,36,0,2,2,5,2,6,0.25,3,0,0,0,3,0,Matches
478,Ferran Torres\9e1035f8,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,22-022,2000,3.4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,Matches
479,Cenk Tosun\9a104dee,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Andros Townsend\b28bbd58,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-250,1991,16.2,54,3.34,38,8,1,2,4,1,4,0.25,4,0,0,0,0,0,Matches
481,Adama Traore\9a28eba4,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-057,1996,11.9,50,4.22,30,0,12,0,6,2,2,0.17,1,0,0,0,1,0,Matches
482,Bertrand Traore\c47541e0,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,26-198,1995,2,9,4.6,4,0,3,1,1,0,2,1.02,0,0,1,0,1,0,Matches
483,Trezeguet\3ae14ed1,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Francisco Trincao\77e39b04,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-084,1999,12.7,35,2.77,22,3,7,0,2,1,1,0.08,1,0,0,0,0,0,Matches
485,Kieran Trippier\21512407,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,8,2.28,1,7,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
486,William Troost-Ekong\7ed4921e,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-203,1993,15.3,4,0.26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
487,Leandro Trossard\38ceb24a,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-109,1994,24.4,66,2.71,47,4,10,3,2,0,6,0.25,3,1,1,0,1,0,Matches
488,Kostas Tsimikas\f315ca93,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-315,1996,7.4,24,3.22,14,10,0,0,0,0,3,0.4,2,1,0,0,0,0,Matches
489,Axel Tuanzebe\2baec6ce,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-129,1997,5.6,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Ozan Tufan\17d45fb2,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,27-000,1995,3.7,7,1.89,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Christos Tzolis\9f333379,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-052,2002,3.4,11,3.21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Yan Valery\531a4aa8,Yan Valery\531a4aa8,fr FRA,DF,Southampton,23-029,1999,1.5,1,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Raphael Varane\9f8e9423,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-332,1993,15.3,8,0.52,7,0,0,0,0,1,2,0.13,2,0,0,0,0,0,Matches
494,Jamie Vardy\45963054,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-071,1987,15.6,29,1.86,26,0,1,1,1,0,3,0.19,2,0,1,0,0,0,Matches
495,Joel Veltman\dad4b285,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-067,1992,22.9,31,1.35,25,2,1,0,2,1,2,0.09,2,0,0,0,0,0,Matches
496,Jannik Vestergaard\1900032e,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-232,1992,6.3,3,0.48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Nikola Vlasic\aa8e289e,Nikola Vlaši?\aa8e289e,hr CRO,FWMF,West Ham,24-170,1997,5.1,15,2.96,12,0,2,0,1,0,0,0,0,0,0,0,0,0,Matches
498,Matej Vydra\0d4ceb32,Mat?j Vydra\0d4ceb32,cz CZE,FW,Burnley,29-326,1992,5,7,1.4,6,0,0,0,1,0,1,0.2,1,0,0,0,0,0,Matches
499,Theo Walcott\1ecb65be,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,33-007,1989,4.2,4,0.95,4,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
500,Kyle Walker\86dd77d1,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-299,1990,17.5,33,1.89,30,0,0,1,2,0,4,0.23,4,0,0,0,0,0,Matches
501,Kyle Walker-Peters\984a5a64,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-344,1997,20.3,55,2.7,37,0,8,1,6,3,7,0.34,5,0,0,0,1,1,Matches
502,Aaron Wan-Bissaka\9e525177,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-117,1997,17.9,31,1.73,25,0,3,1,1,1,1,0.06,1,0,0,0,0,0,Matches
503,Joel Ward\8a7ff278,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-145,1989,23,14,0.61,12,2,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
504,James Ward-Prowse\3515d404,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-142,1994,26.7,89,3.33,44,41,0,1,0,3,6,0.22,3,3,0,0,0,0,Matches
505,Ollie Watkins\aed3a70f,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-083,1995,24.1,50,2.08,36,0,4,5,3,2,5,0.21,1,0,1,2,1,0,Matches
506,Adam Webster\c40b6180,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-078,1995,13,9,0.69,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
507,Wout Weghorst\c4e87b8b,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-228,1992,8.4,11,1.32,6,0,2,1,1,1,4,0.48,3,0,1,0,0,0,Matches
508,Danny Welbeck\ce5143da,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-117,1990,8.1,13,1.61,8,0,0,2,3,0,0,0,0,0,0,0,0,0,Matches
509,Timo Werner\49fe9070,Timo Werner\49fe9070,de GER,FWMF,Chelsea,26-017,1996,8.2,10,1.22,7,0,1,2,0,0,2,0.24,2,0,0,0,0,0,Matches
510,Ashley Westwood\495945ef,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-356,1990,22.1,49,2.22,30,16,0,2,1,0,7,0.32,5,2,0,0,0,0,Matches
511,Ben White\35e413f1,Ben White\35e413f1,eng ENG,DF,Arsenal,24-166,1997,26,21,0.81,15,0,0,4,1,1,1,0.04,1,0,0,0,0,0,Matches
512,Brandon Williams\5e74d6c8,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-201,2000,21.5,27,1.26,23,0,0,0,3,1,2,0.09,1,0,0,0,0,1,Matches
513,Neco Williams\dd323728,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-344,2001,0.1,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0,Matches
514,Joe Willock\a3b03921,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,40,2.05,28,0,6,1,3,2,2,0.1,1,0,0,0,1,0,Matches
515,Callum Wilson\c596fcb0,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,14,1.06,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,Harry Winks\2f7acede,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-049,1996,9.4,23,2.45,17,3,1,0,2,0,4,0.43,4,0,0,0,0,0,Matches
517,Yoane Wissa\2500cef9,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-201,1996,9.6,12,1.25,8,0,0,1,3,0,2,0.21,1,0,0,1,0,0,Matches
518,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-106,1991,10,17,1.7,13,0,2,2,0,0,1,0.1,1,0,0,0,0,0,Matches
519,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-106,1991,15.2,21,1.38,16,0,1,2,2,0,2,0.13,2,0,0,0,0,0,Matches
520,Freddie Woodman\19e50035,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Granit Xhaka\e61b8aee,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-177,1992,16.2,51,3.15,45,1,2,1,0,2,2,0.12,2,0,0,0,0,0,Matches
522,Andriy Yarmolenko\849c826a,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-151,1989,1.9,3,1.6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Ashley Young\be927d03,Ashley Young\be927d03,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,18,1.54,13,2,1,0,1,1,4,0.34,2,1,1,0,0,0,Matches
524,Wilfried Zaha\b2bc3b1f,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-133,1992,22.5,72,3.21,51,0,10,5,6,0,7,0.31,5,0,2,0,0,0,Matches
525,Christoph Zimmermann\2d5f03bf,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,29-070,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
526,Oleksandr Zinchenko\51cf8561,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-098,1996,6.6,20,3.02,17,2,0,0,1,0,3,0.45,3,0,0,0,0,0,Matches
527,Hakim Ziyech\6622454d,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,29-004,1993,10.7,47,4.38,33,3,4,3,3,1,5,0.47,4,0,1,0,0,0,Matches
528,Kurt Zouma\ce4246f5,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-147,1994,17.8,4,0.23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
529,Martin Odegaard\79300479,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-096,1998,21,97,4.63,74,11,4,5,2,1,11,0.52,11,0,0,0,0,0,Matches
