,,,,,,,,,Performance,Performance,Performance,Performance,Performance,Performance,,,,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
398,Tyler Roberts\6c17e046,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-070,1999,11,5,0,0,19,25,3,16,7,7,0,0,0,63,10,26,27.8,Matches
399,Andrew Robertson\2e4f5f03,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,28-012,1994,21.5,4,1,0,18,9,4,77,39,10,0,0,0,200,25,11,69.4,Matches
400,Joe Rodon\8d62d31a,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,0,1,0,0,2,0,0,0,0,3,1,2,33.3,Matches
401,Rodri\6434f10d,Rodri\6434f10d,es ESP,MF,Manchester City,25-274,1996,23.4,5,0,0,42,26,0,5,32,40,0,0,0,289,64,25,71.9,Matches
402,Rodrigo\1fb1c435,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,31-017,1991,18.1,8,0,0,16,24,4,24,13,17,0,0,0,102,17,33,34,Matches
403,Jay Rodriguez\4ab53cdb,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-237,1989,10.5,3,0,0,23,15,11,3,4,5,0,0,0,41,46,58,44.2,Matches
404,Mads Roerslev\57c94db2,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-272,1999,10.5,1,0,0,16,7,2,15,19,7,0,1,0,67,12,25,32.4,Matches
405,Cristian Romero\a3d94a58,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-330,1998,14.5,8,0,0,23,14,2,1,42,30,0,1,0,141,35,23,60.3,Matches
406,Oriol Romeu\4b511457,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-180,1991,25.7,8,0,0,47,20,0,6,49,41,0,0,0,333,54,45,54.5,Matches
407,Cristiano Ronaldo\dea698d9,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-046,1985,21.3,5,0,0,12,23,26,11,3,6,1,0,0,86,35,48,42.2,Matches
408,Salomon Rondon\b318a643,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-188,1989,7.9,2,0,0,11,3,5,3,4,2,0,0,0,34,38,56,40.4,Matches
409,Danny Rose\89d10e53,Danny Rose\89d10e53,eng ENG,DF,Watford,31-264,1990,7.7,4,0,0,12,16,0,15,15,15,0,1,0,51,4,6,40,Matches
410,Jon Rowe\8c12f884,Jon Rowe\8c12f884,eng ENG,FWMF,Norwich City,18-327,2003,1.2,0,0,0,2,5,1,3,3,2,0,0,0,7,1,7,12.5,Matches
411,Antonio Rudiger\18b896d6,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,29-020,1993,26,6,0,0,29,13,0,12,32,21,2,0,0,209,54,24,69.2,Matches
412,Lukas Rupp\3faa1780,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-074,1991,6.5,0,0,0,8,10,0,3,16,7,0,0,0,76,4,7,36.4,Matches
413,Jose Sa\903b6e8b,José Sá\903b6e8b,pt POR,GK,Wolves,29-065,1993,30,3,0,0,1,10,0,0,0,0,0,1,1,178,0,0,,Matches
414,Allan Saint-Maximin\2b16cb1a,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,4,0,0,13,58,10,51,17,5,0,0,0,134,15,24,38.5,Matches
415,Romain Saiss\9fbbcf39,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-362,1990,27.4,5,0,0,30,17,3,7,72,33,0,0,0,238,78,39,66.7,Matches
416,Bukayo Saka\bc7dc64d,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-199,2001,23.7,4,0,0,25,58,13,57,20,17,0,0,0,142,20,43,31.7,Matches
417,Mohamed Salah\e342ad68,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-281,1992,25.1,1,0,0,9,21,12,42,13,4,2,0,0,146,10,35,22.2,Matches
418,Mohammed Salisu\0b33f6ad,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-340,1999,26,10,1,1,41,10,1,16,71,45,0,0,0,320,104,54,65.8,Matches
419,Albert Sambi Lokonga\1b4f1169,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-152,1999,10.1,4,0,0,13,13,0,3,19,12,0,0,0,99,15,19,44.1,Matches
420,Davinson Sanchez\da7b447d,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-284,1996,14.8,4,0,0,14,12,1,2,25,18,0,0,0,124,47,34,58,Matches
421,Robert Sanchez\6a713852,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-125,1997,28,2,1,0,0,2,0,0,0,0,0,0,0,116,0,0,,Matches
422,Jadon Sancho\dbf053da,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,0,0,0,6,6,6,25,15,8,0,0,0,118,2,15,11.8,Matches
423,Morgan Sanson\6e7f1353,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-217,1994,3.2,0,0,0,5,14,0,5,11,6,0,0,0,29,2,2,50,Matches
424,Samir Santos\92b4758e,Samir Santos\92b4758e,br BRA,DF,Watford,27-108,1994,11,3,0,0,14,10,0,0,40,14,0,0,0,92,34,28,54.8,Matches
425,Josh Sargent\a8d4428b,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,22-031,2000,17.3,1,0,0,13,28,4,13,21,17,0,0,0,101,42,53,44.2,Matches
426,Jeremy Sarmiento\ac0d576d,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,,Matches
427,Ismaila Sarr\bfdb33aa,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,24-026,1998,14.9,2,0,0,17,38,7,39,13,4,0,0,0,82,11,13,45.8,Matches
428,Malang Sarr\4315f30d,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-059,1999,4.7,1,0,0,6,1,0,3,12,4,0,0,0,37,8,5,61.5,Matches
429,Dane Scarlett\21945a9e,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
430,Fabian Schar\c8aa95da,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,3,0,0,25,9,2,4,62,9,0,0,0,160,41,36,53.2,Matches
431,Jeffrey Schlupp\3312f911,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,1,0,0,22,19,0,17,15,16,1,0,0,126,32,26,55.2,Matches
432,Kasper Schmeichel\53af52f3,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-138,1986,27,1,0,0,0,2,0,0,0,0,0,0,0,120,0,1,0,Matches
433,Ken Sema\1770bd68,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-174,1993,6.1,1,0,0,16,3,0,10,5,7,0,0,0,49,9,21,30,Matches
434,Nelson Semedo\d04b94db,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-127,1993,22.1,1,0,0,22,22,4,25,41,38,0,1,0,161,19,31,38,Matches
435,Ryan Sessegnon\6aa3e78b,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-309,2000,6,1,0,0,16,8,4,13,13,6,0,0,0,29,4,8,33.3,Matches
436,Jamie Shackleton\8d03ca5a,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,22-166,1999,7.6,4,0,0,14,7,0,4,9,18,0,0,0,61,6,13,31.6,Matches
437,Luke Shaw\9c94165b,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-254,1995,17.3,7,0,0,34,18,2,42,15,13,0,1,0,139,22,18,55,Matches
438,Jonjo Shelvey\3727dd3c,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,30-024,1992,17,7,1,1,18,9,0,11,28,9,0,0,0,178,12,13,48,Matches
439,Francisco Sierralta\0f933743,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-321,1997,4.7,0,0,0,5,2,0,0,14,4,0,0,1,33,18,4,81.8,Matches
440,Bernardo Silva\3eb22ec9,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-225,1994,26.7,5,0,0,30,31,8,56,26,25,1,0,0,184,11,19,36.7,Matches
441,Fabio Silva\e7aa9d7c,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-247,2002,2.9,0,0,0,5,6,4,2,1,2,0,0,0,19,6,24,20,Matches
442,Thiago Silva\86e7deaf,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-182,1984,21.3,2,0,0,7,12,0,0,46,18,1,0,0,205,52,23,69.3,Matches
443,Ellis Simms\26d3b5be,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,42.9,Matches
444,Moussa Sissoko\2acd49b9,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-219,1989,26.8,4,0,0,30,12,2,15,33,26,0,0,0,306,59,42,58.4,Matches
445,Oliver Skipp\6250083a,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-188,2000,15,6,0,0,20,23,1,5,19,18,0,0,0,133,12,14,46.2,Matches
446,William Smallbone\5e105217,William Smallbone\5e105217,ie IRL,MFFW,Southampton,22-030,2000,1.3,0,0,0,2,1,0,1,2,2,0,0,0,8,2,5,28.6,Matches
447,Emile Smith Rowe\17695062,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-238,2000,16.7,0,0,0,4,26,1,16,16,12,0,0,0,112,5,18,21.7,Matches
448,Cedric Soares\839c14e1,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-204,1991,9.2,3,0,0,9,6,2,28,14,9,0,0,0,84,10,14,41.7,Matches
449,Tomas Soucek\6613c819,Tomáš Sou?ek\6613c819,cz CZE,MF,West Ham,27-024,1995,27.9,2,0,0,43,19,2,12,45,34,0,0,0,273,113,111,50.4,Matches
450,Boubakary Soumare\ae59b359,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,23-024,1999,11.5,0,0,0,17,19,0,2,17,13,0,0,0,100,29,14,67.4,Matches
451,Caglar Soyuncu\21166ff4,Ça?lar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-304,1996,23.7,5,0,0,29,15,1,4,42,24,0,2,0,270,82,46,64.1,Matches
452,Jason Steele\28300a16,Jason Steele\28300a16,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
453,Jed Steer\a8a3d139,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
454,Zack Steffen\42130443,Zack Steffen\42130443,us USA,GK,Manchester City,26-355,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
455,Dale Stephens\653ee42d,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-284,1989,1.4,1,0,0,4,1,0,0,2,2,0,0,0,19,1,2,33.3,Matches
456,Jack Stephens\6adbc307,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-055,1994,7,2,0,0,9,3,0,0,22,8,0,0,0,65,18,13,58.1,Matches
457,Raheem Sterling\b400bde0,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-105,1994,17.4,1,0,0,23,37,6,40,12,16,2,0,0,88,3,23,11.5,Matches
458,Finley Stevens\7e003182,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-347,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100,Matches
459,John Stones\5eecec3d,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-299,1994,9.6,0,0,0,2,8,0,0,10,3,0,0,0,71,42,7,85.7,Matches
460,Pascal Struijk\f4d296e4,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-224,1999,19.8,6,1,0,23,9,1,0,59,31,0,0,0,199,44,33,57.1,Matches
461,Crysencio Summerville\df04eb4b,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-144,2001,1.4,0,0,0,1,2,0,4,5,3,0,0,0,14,1,2,33.3,Matches
462,Jakob Sorensen\953c30b0,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,24-020,1998,4.1,0,0,0,5,1,0,0,11,9,0,0,0,40,9,7,56.3,Matches
463,Japhet Tanganga\e9971f2d,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-357,1999,8.2,4,1,1,20,10,1,10,17,12,0,0,0,46,19,10,65.5,Matches
464,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-186,1995,7,0,0,0,6,7,0,14,10,8,0,0,0,69,8,13,38.1,Matches
465,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-186,1995,15.9,2,0,0,19,13,0,41,35,15,0,1,1,129,31,20,60.8,Matches
466,James Tarkowski\15ea812b,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-124,1992,25,8,0,0,27,15,2,1,63,32,0,0,0,264,126,60,67.7,Matches
467,Nuno Tavares\a65c844b,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-056,2000,7,1,0,0,14,10,0,20,17,8,0,0,0,52,18,10,64.3,Matches
468,Charlie Taylor\cc2d7ad5,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-186,1993,19.3,1,0,0,13,30,0,41,54,15,0,0,0,187,47,21,69.1,Matches
469,Nathan Tella\f1e94cd6,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-261,1999,6.5,1,0,0,17,17,3,8,13,3,0,0,0,59,5,18,21.7,Matches
470,Alex Telles\e73c9bb2,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-098,1992,11.1,0,0,0,20,9,1,36,22,18,0,1,0,88,22,17,56.4,Matches
471,Luke Thomas\fc027d02,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-286,2001,17.2,0,0,0,14,15,0,18,35,25,0,0,0,155,27,34,44.3,Matches
472,Dominic Thompson\235a62f8,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-240,2000,1.6,0,0,0,1,1,0,1,3,1,0,0,0,12,1,2,33.3,Matches
473,Youri Tielemans\56f7a928,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-320,1997,20.1,1,0,0,35,36,0,16,27,32,0,2,0,170,14,16,46.7,Matches
474,Kieran Tierney\fce2302c,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-291,1997,21.3,0,0,0,7,19,1,72,30,12,0,0,0,171,16,20,44.4,Matches
475,Takehiro Tomiyasu\b3af9be1,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-138,1998,15.4,1,0,0,14,9,0,23,28,13,0,0,0,172,49,47,51,Matches
476,James Tomkins\e7ca0439,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-359,1989,6.1,2,0,0,7,2,0,0,10,6,0,0,0,46,13,7,65,Matches
477,Ivan Toney\e09f279b,Ivan Toney\e09f279b,eng ENG,FW,Brentford,26-007,1996,24.3,6,0,0,46,67,24,18,18,17,3,0,0,116,108,118,47.8,Matches
478,Ferran Torres\9e1035f8,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,22-022,2000,3.4,0,0,0,1,1,1,2,1,1,0,0,0,12,1,3,25,Matches
479,Cenk Tosun\9a104dee,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Matches
480,Andros Townsend\b28bbd58,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-250,1991,16.2,3,0,0,10,44,1,56,21,15,0,1,0,120,5,22,18.5,Matches
481,Adama Traore\9a28eba4,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-057,1996,11.9,0,0,0,13,40,9,28,4,9,0,0,0,64,12,26,31.6,Matches
482,Bertrand Traore\c47541e0,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,26-198,1995,2,0,0,0,0,4,2,3,0,0,1,0,0,14,4,7,36.4,Matches
483,Trezeguet\3ae14ed1,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
484,Francisco Trincao\77e39b04,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-084,1999,12.7,0,0,0,12,22,0,19,15,12,0,0,0,85,4,17,19,Matches
485,Kieran Trippier\21512407,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,0,0,0,5,3,0,7,10,10,0,0,0,30,11,2,84.6,Matches
486,William Troost-Ekong\7ed4921e,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-203,1993,15.3,3,0,0,17,1,1,1,22,10,0,1,0,114,32,16,66.7,Matches
487,Leandro Trossard\38ceb24a,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-109,1994,24.4,2,0,0,23,34,10,46,24,19,1,1,0,147,9,29,23.7,Matches
488,Kostas Tsimikas\f315ca93,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-315,1996,7.4,2,0,0,18,6,0,40,11,6,0,0,0,68,7,8,46.7,Matches
489,Axel Tuanzebe\2baec6ce,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-129,1997,5.6,1,0,0,5,3,0,1,9,6,0,0,0,43,12,11,52.2,Matches
490,Ozan Tufan\17d45fb2,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,27-000,1995,3.7,0,0,0,9,0,1,3,2,2,0,0,0,35,4,9,30.8,Matches
491,Christos Tzolis\9f333379,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-052,2002,3.4,0,0,0,1,5,2,9,2,2,0,0,0,19,3,17,15,Matches
492,Yan Valery\531a4aa8,Yan Valery\531a4aa8,fr FRA,DF,Southampton,23-029,1999,1.5,0,0,0,3,0,0,2,5,0,0,0,0,18,5,2,71.4,Matches
493,Raphael Varane\9f8e9423,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-332,1993,15.3,0,0,0,4,6,0,0,29,13,0,0,0,141,51,29,63.8,Matches
494,Jamie Vardy\45963054,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-071,1987,15.6,2,0,0,11,12,18,15,5,1,0,0,1,34,21,39,35,Matches
495,Joel Veltman\dad4b285,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-067,1992,22.9,6,0,0,33,24,0,28,53,31,1,1,0,213,42,28,60,Matches
496,Jannik Vestergaard\1900032e,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-232,1992,6.3,2,0,0,6,1,0,0,15,11,0,1,0,47,16,11,59.3,Matches
497,Nikola Vlasic\aa8e289e,Nikola Vlaši?\aa8e289e,hr CRO,FWMF,West Ham,24-170,1997,5.1,0,0,0,7,14,3,12,9,10,0,0,0,37,6,9,40,Matches
498,Matej Vydra\0d4ceb32,Mat?j Vydra\0d4ceb32,cz CZE,FW,Burnley,29-326,1992,5,0,0,0,10,7,4,2,2,4,0,0,0,9,15,41,26.8,Matches
499,Theo Walcott\1ecb65be,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,33-007,1989,4.2,0,0,0,2,6,2,4,7,3,0,0,0,21,3,4,42.9,Matches
500,Kyle Walker\86dd77d1,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-299,1990,17.5,1,0,0,5,12,1,27,19,16,0,0,0,137,19,17,52.8,Matches
501,Kyle Walker-Peters\984a5a64,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-344,1997,20.3,5,0,0,26,36,1,26,44,19,0,0,0,183,20,24,45.5,Matches
502,Aaron Wan-Bissaka\9e525177,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-117,1997,17.9,2,0,0,17,16,1,21,39,21,0,1,0,144,16,28,36.4,Matches
503,Joel Ward\8a7ff278,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-145,1989,23,6,0,0,22,20,1,29,40,25,0,0,0,189,62,30,67.4,Matches
504,James Ward-Prowse\3515d404,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-142,1994,26.7,3,1,0,27,25,0,50,48,24,0,0,0,299,23,29,44.2,Matches
505,Ollie Watkins\aed3a70f,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-083,1995,24.1,6,0,0,26,35,13,17,15,8,0,0,0,90,57,92,38.3,Matches
506,Adam Webster\c40b6180,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-078,1995,13,4,0,0,16,2,0,4,24,9,0,0,0,150,44,14,75.9,Matches
507,Wout Weghorst\c4e87b8b,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-228,1992,8.4,1,0,0,18,10,7,2,4,8,0,0,0,53,35,58,37.6,Matches
508,Danny Welbeck\ce5143da,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-117,1990,8.1,0,0,0,12,7,2,1,2,4,0,0,0,23,26,20,56.5,Matches
509,Timo Werner\49fe9070,Timo Werner\49fe9070,de GER,FWMF,Chelsea,26-017,1996,8.2,1,0,0,9,10,8,19,4,0,0,0,0,43,3,9,25,Matches
510,Ashley Westwood\495945ef,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-356,1990,22.1,7,0,0,29,24,0,31,41,22,0,0,0,235,9,17,34.6,Matches
511,Ben White\35e413f1,Ben White\35e413f1,eng ENG,DF,Arsenal,24-166,1997,26,1,0,0,16,23,0,3,59,18,0,1,0,242,57,38,60,Matches
512,Brandon Williams\5e74d6c8,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-201,2000,21.5,7,0,0,23,45,0,18,58,26,0,0,0,163,20,17,54.1,Matches
513,Neco Williams\dd323728,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-344,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,Matches
514,Joe Willock\a3b03921,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,0,0,0,38,27,0,13,27,39,0,0,0,129,15,30,33.3,Matches
515,Callum Wilson\c596fcb0,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,4,0,0,26,20,13,5,4,5,0,0,0,38,29,61,32.2,Matches
516,Harry Winks\2f7acede,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-049,1996,9.4,2,0,0,12,16,0,8,19,5,0,0,0,72,5,7,41.7,Matches
517,Yoane Wissa\2500cef9,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-201,1996,9.6,0,0,0,5,16,6,10,6,4,0,0,0,42,13,22,37.1,Matches
518,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-106,1991,10,0,0,0,16,9,6,2,2,1,0,0,0,40,119,88,57.5,Matches
519,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-106,1991,15.2,1,0,0,14,9,16,5,4,8,0,0,0,41,114,105,52.1,Matches
520,Freddie Woodman\19e50035,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
521,Granit Xhaka\e61b8aee,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-177,1992,16.2,6,1,0,25,14,2,7,21,18,0,1,0,159,30,22,57.7,Matches
522,Andriy Yarmolenko\849c826a,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-151,1989,1.9,1,0,0,1,2,0,3,0,0,0,0,0,14,3,2,60,Matches
523,Ashley Young\be927d03,Ashley Young\be927d03,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,0,0,0,15,26,1,23,15,11,0,0,0,73,10,14,41.7,Matches
524,Wilfried Zaha\b2bc3b1f,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-133,1992,22.5,5,1,1,31,90,17,41,19,26,0,0,0,155,17,36,32.1,Matches
525,Christoph Zimmermann\2d5f03bf,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,29-070,1993,0.5,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,,Matches
526,Oleksandr Zinchenko\51cf8561,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-098,1996,6.6,0,0,0,5,4,0,13,11,7,0,0,0,54,9,10,47.4,Matches
527,Hakim Ziyech\6622454d,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,29-004,1993,10.7,3,0,0,22,31,5,41,17,8,0,0,0,100,9,15,37.5,Matches
528,Kurt Zouma\ce4246f5,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-147,1994,17.8,1,0,0,10,7,0,2,39,4,0,0,1,140,46,18,71.9,Matches
529,Martin Odegaard\79300479,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-096,1998,21,2,0,0,22,16,2,17,16,17,0,1,0,160,13,15,46.4,Matches
