,,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
424,Samir Santos\92b4758e,Samir Santos\92b4758e,br BRA,DF,Watford,27-108,1994,11,0,5,2,40,0.46,0.18,0,0,9.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
425,Josh Sargent\a8d4428b,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,22-031,2000,17.3,2,26,2,7.7,1.5,0.12,0.08,1,15.3,0,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
426,Jeremy Sarmiento\ac0d576d,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
427,Ismaila Sarr\bfdb33aa,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,24-026,1998,14.9,5,33,14,42.4,2.21,0.94,0.15,0.36,18.3,0,0,1,3.5,2.8,0.08,1.5,2.2,Matches
428,Malang Sarr\4315f30d,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-059,1999,4.7,0,1,0,0,0.21,0,0,,21.5,0,0,0,0,0,0.05,0,0,Matches
429,Dane Scarlett\21945a9e,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
430,Fabian Schar\c8aa95da,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,1,17,5,29.4,0.91,0.27,0.06,0.2,16.1,1,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
431,Jeffrey Schlupp\3312f911,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,3,25,5,20,1.74,0.35,0.12,0.6,13.9,0,0,0,1.9,1.9,0.08,1.1,1.1,Matches
432,Kasper Schmeichel\53af52f3,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-138,1986,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
433,Ken Sema\1770bd68,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-174,1993,6.1,0,2,1,50,0.33,0.16,0,0,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
434,Nelson Semedo\d04b94db,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-127,1993,22.1,0,17,3,17.6,0.77,0.14,0,0,20.1,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
435,Ryan Sessegnon\6aa3e78b,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-309,2000,6,0,3,1,33.3,0.5,0.17,0,0,15.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
436,Jamie Shackleton\8d03ca5a,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,22-166,1999,7.6,0,4,1,25,0.52,0.13,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
437,Luke Shaw\9c94165b,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-254,1995,17.3,0,6,1,16.7,0.35,0.06,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
438,Jonjo Shelvey\3727dd3c,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,30-024,1992,17,2,24,12,50,1.41,0.7,0.08,0.17,25.8,4,0,0,0.8,0.8,0.03,1.2,1.2,Matches
439,Francisco Sierralta\0f933743,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-321,1997,4.7,0,1,1,100,0.21,0.21,0,0,9,0,0,0,0,0,0.05,0,0,Matches
440,Bernardo Silva\3eb22ec9,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-225,1994,26.7,7,41,16,39,1.53,0.6,0.17,0.44,11.9,0,0,0,6.4,6.4,0.16,0.6,0.6,Matches
441,Fabio Silva\e7aa9d7c,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-247,2002,2.9,0,10,2,20,3.4,0.68,0,0,13.5,0,0,0,1,1,0.1,-1,-1,Matches
442,Thiago Silva\86e7deaf,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-182,1984,21.3,3,13,5,38.5,0.61,0.24,0.23,0.6,10.1,0,0,0,0.7,0.7,0.05,2.3,2.3,Matches
443,Ellis Simms\26d3b5be,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
444,Moussa Sissoko\2acd49b9,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-219,1989,26.8,2,19,6,31.6,0.71,0.22,0.11,0.33,18.3,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches
445,Oliver Skipp\6250083a,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-188,2000,15,0,4,1,25,0.27,0.07,0,0,24.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
446,William Smallbone\5e105217,William Smallbone\5e105217,ie IRL,MFFW,Southampton,22-030,2000,1.3,0,1,0,0,0.79,0,0,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
447,Emile Smith Rowe\17695062,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-238,2000,16.7,9,34,20,58.8,2.03,1.2,0.26,0.45,16,0,0,0,4.7,4.7,0.14,4.3,4.3,Matches
448,Cedric Soares\839c14e1,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-204,1991,9.2,0,5,0,0,0.54,0,0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
449,Tomas Soucek\6613c819,Tomáš Sou?ek\6613c819,cz CZE,MF,West Ham,27-024,1995,27.9,4,40,9,22.5,1.44,0.32,0.1,0.44,12.3,0,0,0,4.2,3.8,0.1,-0.2,0.2,Matches
450,Boubakary Soumare\ae59b359,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,23-024,1999,11.5,0,6,2,33.3,0.52,0.17,0,0,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
451,Caglar Soyuncu\21166ff4,Ça?lar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-304,1996,23.7,1,8,1,12.5,0.34,0.04,0.13,1,12,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Matches
452,Jason Steele\28300a16,Jason Steele\28300a16,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
453,Jed Steer\a8a3d139,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
454,Zack Steffen\42130443,Zack Steffen\42130443,us USA,GK,Manchester City,26-355,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
455,Dale Stephens\653ee42d,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-284,1989,1.4,0,1,0,0,0.73,0,0,,21,0,0,0,0,0,0.03,0,0,Matches
456,Jack Stephens\6adbc307,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-055,1994,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
457,Raheem Sterling\b400bde0,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-105,1994,17.4,10,42,21,50,2.41,1.2,0.19,0.38,14.3,0,2,3,10.1,7.6,0.18,-0.1,0.4,Matches
458,Finley Stevens\7e003182,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-347,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
459,John Stones\5eecec3d,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-299,1994,9.6,1,6,4,66.7,0.63,0.42,0.17,0.25,14.4,0,0,0,0.9,0.9,0.16,0.1,0.1,Matches
460,Pascal Struijk\f4d296e4,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-224,1999,19.8,0,10,2,20,0.5,0.1,0,0,8.2,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
461,Crysencio Summerville\df04eb4b,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-144,2001,1.4,0,2,0,0,1.48,0,0,,11.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
462,Jakob Sorensen\953c30b0,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,24-020,1998,4.1,0,4,1,25,0.97,0.24,0,0,10.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
463,Japhet Tanganga\e9971f2d,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-357,1999,8.2,0,7,2,28.6,0.86,0.24,0,0,13.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
464,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-186,1995,7,0,4,2,50,0.57,0.29,0,0,16,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
465,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-186,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.5,13.4,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches
466,James Tarkowski\15ea812b,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-124,1992,25,1,17,5,29.4,0.68,0.2,0.06,0.2,8.5,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
467,Nuno Tavares\a65c844b,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-056,2000,7,0,14,1,7.1,2.01,0.14,0,0,20.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
468,Charlie Taylor\cc2d7ad5,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-186,1993,19.3,0,5,0,0,0.26,0,0,,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
469,Nathan Tella\f1e94cd6,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-261,1999,6.5,0,10,4,40,1.54,0.61,0,0,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
470,Alex Telles\e73c9bb2,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-098,1992,11.1,0,8,2,25,0.72,0.18,0,0,21.8,4,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
471,Luke Thomas\fc027d02,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-286,2001,17.2,0,4,0,0,0.23,0,0,,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
472,Dominic Thompson\235a62f8,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-240,2000,1.6,0,1,0,0,0.62,0,0,,18,0,0,0,0,0,0.02,0,0,Matches
473,Youri Tielemans\56f7a928,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-320,1997,20.1,6,44,12,27.3,2.19,0.6,0.09,0.33,23.8,0,2,2,4.3,2.8,0.07,1.7,1.2,Matches
474,Kieran Tierney\fce2302c,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-291,1997,21.3,1,15,5,33.3,0.7,0.23,0.07,0.2,21.2,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
475,Takehiro Tomiyasu\b3af9be1,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-138,1998,15.4,0,9,2,22.2,0.59,0.13,0,0,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
476,James Tomkins\e7ca0439,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-359,1989,6.1,1,4,2,50,0.66,0.33,0.25,0.5,12,0,0,0,0.6,0.6,0.14,0.4,0.4,Matches
477,Ivan Toney\e09f279b,Ivan Toney\e09f279b,eng ENG,FW,Brentford,26-007,1996,24.3,11,54,19,35.2,2.22,0.78,0.11,0.32,15.5,0,5,5,9.2,5.4,0.1,1.8,0.6,Matches
478,Ferran Torres\9e1035f8,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,22-022,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.5,14.1,0,0,0,2.5,2.5,0.19,-0.5,-0.5,Matches
479,Cenk Tosun\9a104dee,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
480,Andros Townsend\b28bbd58,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-250,1991,16.2,3,20,9,45,1.24,0.56,0.1,0.22,21.2,4,1,1,2.3,1.5,0.07,0.7,0.5,Matches
481,Adama Traore\9a28eba4,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-057,1996,11.9,1,23,6,26.1,1.94,0.51,0.04,0.17,18.9,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
482,Bertrand Traore\c47541e0,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,26-198,1995,2,0,6,0,0,3.07,0,0,,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
483,Trezeguet\3ae14ed1,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,1,0,0,8.18,0,0,,21,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
484,Francisco Trincao\77e39b04,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-084,1999,12.7,1,26,11,42.3,2.05,0.87,0.04,0.09,17.9,1,0,0,2.9,2.9,0.11,-1.9,-1.9,Matches
485,Kieran Trippier\21512407,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,2,2,2,100,0.57,0.57,1,1,23.2,2,0,0,0.1,0.1,0.06,1.9,1.9,Matches
486,William Troost-Ekong\7ed4921e,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-203,1993,15.3,0,2,0,0,0.13,0,0,,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
487,Leandro Trossard\38ceb24a,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-109,1994,24.4,4,60,21,35,2.46,0.86,0.05,0.14,18.9,5,1,1,4.9,4.1,0.07,-0.9,-1.1,Matches
488,Kostas Tsimikas\f315ca93,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-315,1996,7.4,0,7,2,28.6,0.94,0.27,0,0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
489,Axel Tuanzebe\2baec6ce,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-129,1997,5.6,0,2,1,50,0.35,0.18,0,0,7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
490,Ozan Tufan\17d45fb2,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,27-000,1995,3.7,0,3,0,0,0.81,0,0,,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
491,Christos Tzolis\9f333379,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-052,2002,3.4,0,6,2,33.3,1.75,0.58,0,0,18.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
492,Yan Valery\531a4aa8,Yan Valery\531a4aa8,fr FRA,DF,Southampton,23-029,1999,1.5,0,2,0,0,1.33,0,0,,28.3,0,0,0,0,0,0.02,0,0,Matches
493,Raphael Varane\9f8e9423,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-332,1993,15.3,0,8,0,0,0.52,0,0,,8.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
494,Jamie Vardy\45963054,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-071,1987,15.6,10,38,16,42.1,2.44,1.03,0.26,0.63,11.8,0,0,0,6.6,6.6,0.17,3.4,3.4,Matches
495,Joel Veltman\dad4b285,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-067,1992,22.9,0,5,0,0,0.22,0,0,,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
496,Jannik Vestergaard\1900032e,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-232,1992,6.3,0,1,0,0,0.16,0,0,,4.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
497,Nikola Vlasic\aa8e289e,Nikola Vlaši?\aa8e289e,hr CRO,FWMF,West Ham,24-170,1997,5.1,1,5,2,40,0.99,0.39,0.2,0.5,15.4,0,0,0,1,1,0.19,0,0,Matches
498,Matej Vydra\0d4ceb32,Mat?j Vydra\0d4ceb32,cz CZE,FW,Burnley,29-326,1992,5,1,12,4,33.3,2.41,0.8,0.08,0.25,14.8,0,0,0,2,2,0.17,-1,-1,Matches
499,Theo Walcott\1ecb65be,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,33-007,1989,4.2,0,6,0,0,1.42,0,0,,15.9,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
500,Kyle Walker\86dd77d1,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-299,1990,17.5,0,7,1,14.3,0.4,0.06,0,0,23.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
501,Kyle Walker-Peters\984a5a64,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-344,1997,20.3,1,20,7,35,0.98,0.34,0.05,0.14,19.2,0,0,0,0.7,0.7,0.04,0.3,0.3,Matches
502,Aaron Wan-Bissaka\9e525177,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-117,1997,17.9,0,4,1,25,0.22,0.06,0,0,14.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
503,Joel Ward\8a7ff278,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-145,1989,23,0,8,1,12.5,0.35,0.04,0,0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
504,James Ward-Prowse\3515d404,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-142,1994,26.7,6,35,14,40,1.31,0.52,0.09,0.21,27.1,15,3,3,3.7,1.4,0.04,2.3,1.6,Matches
505,Ollie Watkins\aed3a70f,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-083,1995,24.1,7,52,21,40.4,2.16,0.87,0.13,0.33,13.3,0,0,0,8,8,0.15,-1,-1,Matches
506,Adam Webster\c40b6180,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-078,1995,13,2,7,2,28.6,0.54,0.15,0.29,1,9.4,0,0,0,1,1,0.18,1,1,Matches
507,Wout Weghorst\c4e87b8b,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-228,1992,8.4,1,13,4,30.8,1.56,0.48,0.08,0.25,15.3,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
508,Danny Welbeck\ce5143da,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-117,1990,8.1,3,18,9,50,2.23,1.11,0.17,0.33,12.6,0,0,0,1.7,1.7,0.09,1.3,1.3,Matches
509,Timo Werner\49fe9070,Timo Werner\49fe9070,de GER,FWMF,Chelsea,26-017,1996,8.2,1,23,6,26.1,2.8,0.73,0.04,0.17,12.8,0,0,0,3.6,3.6,0.16,-2.6,-2.6,Matches
510,Ashley Westwood\495945ef,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-356,1990,22.1,0,9,1,11.1,0.41,0.05,0,0,20.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
511,Ben White\35e413f1,Ben White\35e413f1,eng ENG,DF,Arsenal,24-166,1997,26,0,12,3,25,0.46,0.12,0,0,14.1,0,0,0,1,1,0.08,-1,-1,Matches
512,Brandon Williams\5e74d6c8,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-201,2000,21.5,0,1,0,0,0.05,0,0,,18,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
513,Neco Williams\dd323728,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-344,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
514,Joe Willock\a3b03921,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,2,29,8,27.6,1.49,0.41,0.07,0.25,16.8,0,0,0,3,3,0.1,-1,-1,Matches
515,Callum Wilson\c596fcb0,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,6,25,9,36,1.9,0.68,0.2,0.56,11.5,0,1,1,4.4,3.6,0.15,1.6,1.4,Matches
516,Harry Winks\2f7acede,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-049,1996,9.4,0,2,1,50,0.21,0.11,0,0,23.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
517,Yoane Wissa\2500cef9,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-201,1996,9.6,4,16,7,43.8,1.67,0.73,0.25,0.57,16.1,0,0,0,1.9,1.9,0.12,2.1,2.1,Matches
518,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-106,1991,10,1,17,5,29.4,1.7,0.5,0.06,0.2,10.1,0,0,0,2,2,0.11,-1,-1,Matches
519,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-106,1991,15.2,3,31,10,32.3,2.04,0.66,0.1,0.3,11.8,0,0,0,4.5,4.5,0.14,-1.5,-1.5,Matches
520,Freddie Woodman\19e50035,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
521,Granit Xhaka\e61b8aee,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-177,1992,16.2,0,15,0,0,0.93,0,0,,21.3,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
522,Andriy Yarmolenko\849c826a,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-151,1989,1.9,1,8,3,37.5,4.26,1.6,0.13,0.33,16.7,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
523,Ashley Young\be927d03,Ashley Young\be927d03,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,0,9,2,22.2,0.77,0.17,0,0,20.3,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
524,Wilfried Zaha\b2bc3b1f,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-133,1992,22.5,9,41,14,34.1,1.83,0.62,0.15,0.43,19,0,3,4,5.9,2.9,0.07,3.1,3.1,Matches
525,Christoph Zimmermann\2d5f03bf,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,29-070,1993,0.5,0,1,1,100,2,2,0,0,22,0,0,0,0,0,0.04,0,0,Matches
526,Oleksandr Zinchenko\51cf8561,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-098,1996,6.6,0,5,1,20,0.75,0.15,0,0,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
527,Hakim Ziyech\6622454d,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,29-004,1993,10.7,4,39,14,35.9,3.63,1.3,0.1,0.29,19.4,2,0,0,2.9,2.9,0.08,1.1,1.1,Matches
528,Kurt Zouma\ce4246f5,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-147,1994,17.8,1,6,2,33.3,0.34,0.11,0.17,0.5,5.5,0,0,0,0.8,0.8,0.14,0.2,0.2,Matches
529,Martin Odegaard\79300479,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-096,1998,21,5,30,13,43.3,1.43,0.62,0.17,0.38,19.3,8,0,0,3.1,3.1,0.1,1.9,1.9,Matches
